Profit;popularity;Day_of_week;runtime;vote_average;vote_count
-6000000;13.628601;6;108;7,3;236
-2879925;10.74648;6;108;6;236
8000000;18.828683;5;88;5,5;236
30380880;14.013414;6;91;5,3;237
15637690;10.230583;6;94;5;237
4700000;18.281798;6;104;6;238
-2516590;12.677505;3;101;5,9;238
-2389127;16.541791;2;118;6,6;238
8413606;12.821329;4;126;7,2;238
17352417;11.870301;4;117;6;238
51417394;14.329891;6;99;6,3;238
23000000;14.905357;5;100;3,8;238
1820920;14.269792;6;81;5,7;238
10479110;11.644243;1;101;5,4;239
-22000000;14.925633;6;106;6,2;239
-21500000;12.819447;6;117;7;239
-35000000;17.932561;5;106;5,4;240
1148328;10.703602;3;130;6,3;240
-10890716;16.238961;6;87;3;240
-11178342;11.942862;6;136;6,9;240
24892047;17.318839;2;91;6,6;240
5600000;17.639478;2;134;6,6;240
4211725;12.378031;6;107;5,2;240
-37712956;14.244518;6;125;5,9;241
8100000;gru.24;5;129;5,9;241
-20180936;13.218008;6;87;4,3;242
0;6.74556;6;80;5,2;242
21041732;14.993169;6;103;6;242
13287695;15.976335;3;91;5,5;242
0;14.637357;5;112;7,1;242
0;15.046612;5;102;7,9;242
-334118;14.504326;2;101;6,8;242
15892212;11.19602;6;125;6,2;243
-4096154;11.429607;6;116;6,6;243
-6861212;13.568302;1;106;6;243
-11215237;10.475368;6;91;4,6;243
12881056;13.707183;6;86;5,3;244
-9713701;16.785866;5;110;6,2;244
-1976566;17.329269;5;113;6,7;244
0;9.983004;4;92;7,5;244
0;1.950959;6;98;6,2;244
5263020;8.737058;6;112;6,3;245
0;9.681147;6;103;6,1;245
14168359;12.654051;6;89;7,3;245
0;8.426589;4;110;6,6;246
67954044;11.693272;4;137;6,8;246
-7498062;16.520516;5;90;4,9;246
29870414;11.678561;5;82;5,5;247
100858363;12.854853;4;197;7,4;247
-33551615;9.419726;5;100;5,6;248
-46604061;15.219263;6;103;5,6;248
0;14.190837;4;103;6,2;249
37365581;14.779537;2;116;6,6;249
75300000;10.892398;5;106;6,5;249
-38237989;12.948627;6;121;5,7;250
-10132314;13.832464;4;117;6,2;250
0;9.05029;5;156;6,8;250
40909486;14.042041;1;111;4,8;250
-642148;12.68672;5;123;5,3;250
-40540573;16.848899;5;126;6,3;251
33472850;10.449975;5;91;5,4;251
56738726;7.859226;6;103;5,9;251
-22000000;gru.54;1;98;5,8;251
41410568;14.574995;6;115;7,4;251
-893605;14.570359;6;104;6,9;251
-1126033;11.064228;6;100;5,7;251
45243000;14.139004;3;100;5;251
-401983;9.108949;6;85;6,2;251
0;10.698929;3;102;5,5;252
15050028;6.216203;6;114;6,3;252
34307224;14.503568;4;91;5,2;253
0;12.335827;6;102;5,8;253
4305922;13.971674;6;94;6,9;253
-55000000;13.191829;5;97;6;254
55000000;14.414937;4;91;5,7;254
-35000000;13.932203;6;123;5,7;254
-55401412;20.697556;5;109;5,4;254
-7004189;17.611971;6;106;7,4;254
32690067;14.206525;6;95;6,6;254
-22600000;7.89147;4;118;3;255
27347013;14.199933;5;134;6,8;255
-15238800;17.94739;5;144;7,2;255
11174377;19.336367;6;102;5,4;255
66969216;17.231675;6;133;5,8;256
-24649246;14.513305;6;128;4,9;256
20670720;14.480628;6;119;7;257
25636368;14.857884;1;113;6,3;257
-9122855;16.493576;6;93;5,8;258
8350926;19.854932;6;109;5,8;258
-15540000;19.143721;4;63;6,8;258
-12557147;20.59148;1;122;6,4;258
31726644;9.499325;6;107;6,6;258
13307627;17.312433;6;124;6,6;259
-5605446;14.970654;3;145;6,6;259
0;15.011624;6;111;6,9;260
-1568000;14.370111;4;121;6,8;260
8540720;13.265432;6;80;7,6;260
37595121;12.421504;5;98;5,3;261
6541790;15.676123;6;124;6,6;261
81196419;14.447723;6;101;5,6;261
2629321;13.517017;3;118;5,7;261
10045846;13.611544;4;102;6;262
46296293;19.068175;6;139;7;262
100758490;13.152822;6;83;6,7;262
-64831034;15.625949;6;138;6,1;264
13801187;11.500783;6;114;6,2;264
9848905;18.30961;5;98;7,1;264
-8000000;13.715715;4;91;5,6;265
4800000;11.735287;1;123;6,8;265
-1402201;13.034602;6;122;6,8;266
-46536031;13.800656;6;106;5,4;267
37800000;18.186026;6;105;5,6;267
24421467;12.929525;6;105;5,1;267
10237000;14.961629;4;91;7,2;267
6714147;16.167093;6;120;6;268
51966987;4.688212;6;87;5,4;268
-36438863;13.267631;5;97;5,2;269
-47781920;16.803457;5;100;5,4;269
19425966;12.31101;6;92;4,4;269
115680000;19.819893;6;72;5,6;269
16000000;12.268143;4;119;6,3;269
30500000;18.025206;6;96;6,9;270
49256513;13.581966;5;97;6,7;270
0;13.476596;6;99;6,8;270
-42200000;13.155999;6;140;6,3;271
-3136417;15.131867;4;93;4,8;271
-13241672;25.112567;7;120;6,1;271
0;4.952983;4;91;6,9;271
75978266;17.592299;5;122;6,3;272
23872033;16.856231;5;89;5,2;272
60216736;19.947265;3;130;6,3;273
4309223;13.916583;5;116;6,7;273
47600000;17.717681;6;93;6,8;273
-7906294;20.415572;6;130;6,7;274
-4526907;14.376463;2;105;5,3;274
-33328495;21.312186;6;99;5,8;274
32462438;17.697042;4;112;6,8;274
-3583107;10.794175;6;140;6,7;275
-30000000;14.188982;6;111;7,1;275
3013805;18.165957;2;113;6,6;275
28084357;13.817269;6;107;6,9;275
2957978;14.331992;6;94;5,6;275
4175000;11.871424;5;105;6,2;275
-23990820;20.374308;6;113;5,7;276
27280250;14.403696;5;103;5,1;276
69137784;14.382253;6;124;6,3;276
-20029184;13.847872;6;91;6,3;276
23967255;14.136476;6;111;6,8;276
0;16.368283;6;124;6,9;277
5193068;13.906611;6;145;7,2;277
3538446;17.806082;6;101;7,4;277
-52000000;15.20707;6;104;5,1;278
72615211;17.746719;4;119;6,4;278
107841558;19.439386;6;105;6,2;278
25754228;19.372805;6;119;6,4;278
0;17.943945;1;111;5,9;278
-13844219;14.729386;4;98;5,5;278
-21000000;12.761176;6;124;7,4;278
10200000;19.127239;5;105;6,2;278
97499205;13.864975;6;161;7;279
-522998;18.224326;6;98;6,8;279
5912216;13.291991;6;91;4,5;279
25696770;18.65632;6;84;5,3;280
38534455;11.927667;6;94;5,7;280
-41000000;14.653718;6;88;5,3;281
65500000;17.113408;6;99;5,8;281
84070507;6.035152;2;122;6,9;281
44309766;11.135734;6;98;5,5;281
109700000;17.681707;4;121;6,1;281
-6439931;11.700578;4;91;6,6;281
6200000;14.884756;3;125;6,8;281
5802422;12.708963;6;84;5,8;282
74646581;13.308127;5;99;5,5;282
140663859;13.318744;6;124;5,9;283
19143839;13.906944;6;102;5,2;283
-15300000;18.20957;4;94;6,2;283
5777647;13.65494;3;112;7,4;283
84937680;14.486311;2;134;6,6;284
10209334;20.58862;6;107;5,3;284
1863726;15.283444;4;95;5,4;284
84281051;12.967137;3;100;5,8;284
30795814;11.859396;6;102;5;284
-21000000;15.440465;6;99;6,5;284
-44357293;15.433244;6;131;7;285
-23602716;15.333575;6;98;5,4;285
20374201;14.038703;5;127;6,3;285
-616755;12.496261;5;98;6,2;285
-7207439;19.226763;6;98;6,2;286
-27472096;13.268936;6;129;6,4;286
53000000;15.505137;6;88;5,8;286
0;17.98817;6;102;6,4;286
0;20.086645;6;101;5,9;286
5871522;16.930914;6;109;6,3;286
-888798;15.213484;6;121;5,7;287
0;15.913783;4;95;5,1;287
12829644;12.653831;5;87;4,9;287
59000000;14.132583;6;97;5,8;288
-14604913;16.698316;6;130;6,3;288
17597471;15.804814;6;97;5,2;288
-7517225;14.031377;5;101;6;289
6842058;16.361743;6;94;5,5;289
50807547;15.350451;4;107;5,9;290
89862682;15.341196;5;72;6,1;290
-11466773;19.913961;5;89;6;290
58527595;12.159009;6;99;5,6;290
32300000;17.371327;7;89;5,7;290
25147786;13.930763;4;148;7;291
306145693;16.742972;6;119;6,6;291
5951798;11.220643;3;91;4,5;291
38493982;17.3393;3;119;6,7;291
23697647;13.455373;6;91;6,9;291
4090181;14.730796;5;112;5,8;291
-15681018;18.790221;4;100;6,2;291
9125849;14.08251;4;90;6,8;291
10874570;14.530946;6;74;7;292
42226116;18.61472;6;118;5,4;292
126883563;12.867352;5;170;6,7;292
7640028;20.495749;6;110;5,9;292
30795445;15.580335;6;120;6,8;292
5284309;15.699363;7;90;6,7;292
10512007;16.736734;2;98;6;293
12536299;18.790102;6;133;6,2;293
-10410627;17.112498;6;102;5,6;294
23485056;16.40512;6;100;6,1;294
-1950865;8.753409;6;99;6;294
0;17.834976;4;99;5,4;295
26069568;16.663797;6;107;5,7;295
25105542;13.237835;6;99;4,7;295
24901913;14.029012;5;112;5,9;296
-13989168;13.145205;6;98;4,8;296
-11485156;16.715631;6;90;5,6;297
107855065;14.646884;5;104;5,5;297
120128460;14.231899;6;107;5,9;297
-3025541;12.643703;6;105;6,5;297
-17000000;14.18136;6;94;5,2;297
5495563;14.993459;6;105;6,1;298
39437847;16.936576;6;98;6,4;298
61778712;11.227087;6;95;6,4;298
0;18.223139;2;116;4,8;298
-62373766;14.564667;5;177;6,1;299
49935764;17.270539;1;89;5,9;299
46102666;19.045146;6;104;5,5;299
211394;16.074397;6;115;6,3;299
2275812;17.683563;6;111;6,7;299
85734718;13.706357;6;101;5,3;299
41185053;21.119209;1;113;5,3;299
-14646768;14.513243;5;101;5,1;300
-16701;15.015271;7;120;7,4;300
-16215682;14.613152;3;137;5,5;301
13424826;17.772518;6;108;6;301
50063304;20.913852;5;116;5,9;302
-7368097;24.353302;6;123;6,2;302
37049764;19.043286;5;136;7;302
84851622;15.585138;6;105;6,4;302
0;18.764453;1;98;5,2;302
88921203;18.422323;5;95;7,2;302
19237563;15.274137;1;114;6,6;303
44646763;18.492655;2;94;6;303
239606210;15.474831;5;98;5,5;303
-2887336;14.780634;5;111;5,2;304
3831145;14.17009;6;109;6,5;304
62772742;13.786075;6;84;4,6;304
5000000;17.632446;5;107;5,4;304
54817939;15.26213;6;94;5,6;304
-20868140;11.356079;4;92;5,2;305
23157539;14.733513;6;119;6,1;305
-11303790;14.725467;7;104;4,2;305
-4098490;16.574756;6;116;7;305
0;20.362025;4;91;5,9;306
9829545;19.301432;6;89;4;306
-24503683;20.27704;4;93;5,8;307
-9380000;21.230737;6;104;6,1;307
61196498;19.643365;5;99;5,5;308
0;11.349664;6;98;5,9;308
48535067;9.832326;6;88;5,5;308
22763605;16.681567;6;84;5,8;308
-2046802;19.02965;5;92;7,8;308
72600435;19.143321;6;134;5,9;311
5294470;18.706504;4;109;6;311
20378361;14.518598;6;89;6,4;311
10766616;16.78512;6;103;6,9;311
1184662;11.205726;6;91;6,9;311
-19400000;20.746932;7;125;7,1;312
98611771;9.895061;7;100;5,1;313
-38245366;14.44381;6;94;6,3;313
125362582;16.582709;6;110;5,5;313
-25000000;17.375562;4;90;6,5;313
51615414;15.901137;4;107;5,3;313
-13069116;16.883429;4;108;5,7;313
14334401;6.309587;6;88;6,3;313
24456761;15.858629;6;120;6,5;314
60547866;17.165039;4;82;4,2;315
28616692;16.890285;6;106;6,9;315
20472776;16.517777;6;87;5,9;315
54537954;15.611857;6;79;7,2;315
30383290;14.808304;5;112;6,2;316
60803676;15.98212;6;104;5,1;316
38000000;3.698276;4;155;6,8;316
-2895318;12.062371;6;88;5,1;316
-5968919;19.331884;4;89;4,9;316
20811672;18.236284;6;120;6,9;317
-15500000;17.327279;6;95;6,3;317
-60519261;11.22268;4;116;5,4;318
8103450;16.759252;6;136;6,5;318
-75000000;17.561955;6;78;4,3;318
-4800000;15.079993;6;93;5,6;318
12886719;19.212552;6;107;6,5;318
2300000;17.062117;5;90;4,1;318
0;18.568021;6;85;5,5;319
35479076;17.7091;6;108;6,1;319
-18000000;13.462544;6;87;5,9;319
-20968663;14.84856;5;103;4,7;320
-20568747;16.832312;5;91;5;320
4206470;12.68514;6;100;6,6;320
61821334;21.735068;6;111;7,5;321
-7590111;16.343317;4;105;7;322
70923251;16.027955;4;94;5,5;322
0;16.754452;6;107;7,2;322
22592880;20.403344;6;90;6,9;322
120036382;15.039407;6;123;6,2;323
33926886;14.518708;6;117;6,5;323
-1774772;13.939054;3;100;7,5;323
77800000;21.933822;1;172;7,3;323
139223000;19.326115;4;110;6,8;324
64423521;19.286099;5;102;4,1;325
1098382;14.699342;5;102;5,8;325
9942188;19.428994;6;81;5,4;325
13642838;11.183197;6;97;6,3;325
-14410898;17.339852;6;122;6;326
66865564;6.064638;5;86;3,2;326
30891409;20.790703;6;98;5,8;327
-4965111;22.894898;5;123;6,1;327
64601050;15.794946;4;104;6,1;327
0;16.87784;4;122;7,2;328
16387212;17.971883;6;108;6;328
65938090;14.838986;6;87;8;328
63076342;14.353279;5;96;5,6;330
536013;19.106154;1;135;6,4;330
66036760;19.750059;2;115;6;330
9133087;6.044161;6;99;6,5;330
-58067057;17.88953;5;121;4,9;331
83733697;19.500893;4;88;5,3;331
120953723;16.791058;4;95;5,5;331
-7500000;19.311572;6;122;7;331
1164799;14.947588;5;92;5,2;331
39307945;17.783361;5;106;4,7;332
94000000;18.264635;6;98;5,6;332
-2512610;14.813057;5;99;5;332
34597643;18.14218;5;89;5,7;332
110197;28.858238;2;94;6,4;332
0;19.83683;3;97;6,7;333
29745568;16.000178;6;123;6,5;333
-5851171;17.193659;6;106;6,3;333
0;6.752141;6;88;5,3;333
12000000;19.224754;5;93;5,4;334
52150642;14.179538;1;124;7,1;334
2222308;20.82778;6;124;7,1;334
2110448;16.003958;7;100;7;334
-1700000;14.105392;6;88;6,2;334
7270000;18.644023;5;85;6,7;334
47840042;19.833664;5;96;5;336
15354990;15.012237;4;111;6,2;336
-2822857;17.078656;7;126;6,6;336
4712000;18.426825;6;130;5,3;336
28363635;15.864928;6;122;7,3;337
-84000000;17.815595;6;94;3,6;338
44000410;18.70031;4;102;6,5;338
-28316623;15.142701;6;104;6,3;338
124000000;23.380757;6;134;5,8;338
131292009;17.571533;4;154;7,7;338
108384128;19.113278;6;103;6,8;338
-1634533;22.987897;6;118;6;338
76305181;18.102572;6;113;6,6;339
78609310;20.063165;5;108;5,8;339
28855419;8.083995;6;89;5,5;339
2601043;20.331593;4;100;7,6;339
65666415;18.096884;5;116;6,1;340
-37371735;18.714197;6;134;5,8;341
11993168;14.562197;7;99;5,4;341
17895491;16.146572;2;137;7,2;341
-244064;17.952817;5;109;6;342
29088990;19.234672;6;106;6,9;342
2066225;15.017068;4;104;6,5;342
-32893443;16.830184;5;96;5,1;344
19294144;15.128316;6;94;4,1;344
2500000;17.002096;3;110;7,2;345
61608995;18.39217;6;90;6;345
17236543;14.639324;6;94;5,5;345
33527873;18.913;6;115;6,2;345
59282312;14.752587;2;87;4,9;345
4069826;15.492257;6;86;6,1;345
-47000000;23.05451;3;133;7,1;346
0;18.428909;5;87;5,5;346
2132926;11.933449;7;105;7,2;347
-11830329;16.424807;6;109;5,5;348
25288872;14.969093;4;93;6,7;348
3029747;16.829837;4;103;4,4;348
0;16.570708;6;100;7,5;348
43312294;20.632673;7;117;6,7;349
1833445;17.845161;5;100;7,4;349
25671850;14.340095;6;89;5,5;350
20097815;21.857387;6;92;6,8;350
138293296;19.585801;4;99;6,6;350
-15000000;17.141376;5;89;5,2;351
8852638;20.792603;2;98;6,2;351
46672912;20.089933;6;116;6;352
33375151;18.735024;4;87;5;352
52758500;16.865782;6;93;6,1;352
55070731;20.786616;4;170;7,4;352
118500000;20.898711;4;136;7,2;352
78038276;9.969624;6;112;6,3;352
97920733;16.278022;4;107;5,9;353
9540607;15.557144;5;118;6,8;353
-26054234;17.060695;6;135;5,7;354
67458785;21.661028;4;128;6,7;354
88627965;23.218144;6;114;5,6;354
-1685349;16.618874;6;93;5;354
52000000;15.639016;5;99;7,4;354
39793222;17.304055;6;96;6,4;354
20984230;21.189028;4;163;7,4;355
60700498;21.095489;6;92;5,9;355
-2549154;21.343093;5;112;6,7;355
-12862698;14.726338;7;115;6,5;356
20170784;17.746981;6;123;7,5;356
20562924;17.028252;4;86;6;356
23803308;17.074843;6;115;7;356
343341;17.378455;6;90;6,9;356
0;24.132271;2;167;7,7;357
7064105;16.782471;7;118;6,5;357
1633035;20.05902;1;111;6,7;357
8690000;16.015599;3;108;5;357
608545;17.672021;6;96;5,2;358
119392239;17.537154;4;80;6;358
0;10.322858;5;109;6;358
-64928486;15.673154;6;99;5,7;359
48197993;14.642055;6;92;5,6;359
54646831;10.608998;5;84;3,7;359
6160375;20.355458;5;98;5,7;359
134103655;16.479851;4;121;6,2;360
46200000;22.030517;6;112;4,1;360
26999213;21.607228;5;87;6,7;361
15999718;24.393296;6;95;5,7;361
42564410;18.045782;6;87;7,1;361
75834556;19.925026;6;125;6,7;362
15492362;16.312803;5;100;6,8;362
-7788574;21.538222;6;108;5,8;363
45569869;18.666876;5;109;6,3;363
254350122;17.002623;4;91;7;363
5796544;8.395624;3;101;4,6;363
10306119;17.49699;6;92;6,9;363
-19444992;20.267062;6;128;5,7;364
11006849;16.931846;6;104;5,8;364
10939027;16.183746;6;94;5,6;364
51004069;17.705671;6;112;6,3;364
60514050;15.788784;6;87;4,8;365
-18030807;19.494703;7;105;5,5;365
33846344;15.929648;6;98;7,1;365
7273593;15.688439;6;90;6,1;365
0;18.251129;6;82;4,9;366
0;18.587114;6;111;6,6;366
5181129;20.239061;5;88;5,5;366
-973295;15.754614;6;102;5,7;366
6976317;21.084542;2;148;6,2;367
61286096;17.50138;6;111;6,9;367
229094;14.936661;5;84;7,3;367
33000000;18.877795;6;111;6;368
10161391;13.391833;3;118;6;368
0;7.057765;5;105;5,8;368
12005248;19.962713;6;105;6;368
-29125385;16.058284;6;114;5,7;369
11188905;19.375768;6;113;5,2;369
-24958633;14.209329;6;130;5,8;369
14169908;19.822791;4;202;7,2;370
-9349921;18.676291;3;90;5;371
20462347;19.085403;3;99;6,2;371
150268056;17.923254;5;141;6,3;371
98259062;17.61292;5;99;5,4;371
0;14.142073;6;103;3,4;371
-33711680;18.815442;4;86;6,6;372
13560274;19.411141;5;96;7,1;372
2820000;20.810292;1;113;6,5;372
20406466;17.7735;5;100;5,8;373
-7722635;21.637234;6;97;5,6;373
-17955723;13.119133;4;91;6;373
58338361;23.700759;2;88;6,4;374
4733909;14.48851;6;120;6,7;374
-24997888;20.793026;6;100;5,1;374
13174566;18.380176;5;101;5,9;375
56706993;19.195399;6;113;7;375
40200000;19.578249;6;107;5,6;376
-448826;22.748174;6;119;6;376
5304609;19.107285;6;104;7,3;376
79914842;4.340616;4;95;5,1;377
27231879;22.022228;4;140;7,6;377
31466789;19.944479;1;101;6,4;377
79212469;16.681269;6;115;5,8;378
-97277;10.699952;5;120;6;378
2564088;19.890428;6;100;6,8;378
120844753;19.167377;7;105;6,5;379
-9128166;19.088655;5;85;4,9;379
23973937;20.452449;6;89;6,4;379
7231461;14.988746;6;96;6,9;379
-4996865;21.08952;6;96;5,7;380
23531470;15.279021;4;154;7,1;380
9769466;19.517239;6;101;6,3;380
-31311169;19.38841;6;102;5,3;381
1223890;23.438398;6;86;6;381
64146832;22.049787;5;96;5,8;381
31770602;15.262492;6;93;6;381
19889877;17.234745;2;121;6,2;381
-1000000;13.222268;6;92;6,2;381
3292353;21.825564;6;90;7;381
29862187;19.284129;6;104;6,6;382
8828365;16.102271;6;122;7,4;383
82000000;18.379124;6;103;5,8;383
44298474;18.422327;5;123;7,3;383
-2412515;19.263477;6;97;7;383
13748395;12.113235;6;94;6,6;384
53088552;19.231507;6;120;7,3;384
42084830;17.434862;6;114;6,8;384
-15581387;23.515938;4;123;6;385
158016617;17.606087;1;135;7,3;385
153887717;18.832471;4;141;6,4;386
51854875;16.394452;4;105;6,5;386
14053061;17.17372;4;119;6,3;386
-5185211;22.708647;2;97;5,9;386
-19696928;23.073933;6;132;6;387
-5155021;17.603823;4;121;6,4;387
-12245751;20.39955;3;161;7,2;387
56159423;17.455024;6;130;5;388
-3106279;19.438503;5;91;5,3;388
-6048539;19.625972;6;76;5,7;389
37656822;23.431117;4;152;6,5;389
-13541018;20.199057;6;146;5,7;390
60328000;21.620317;3;101;6,7;390
17385830;20.967146;5;85;6,5;390
48000000;19.711951;5;103;6,3;391
59940815;22.620125;3;100;5,8;391
-11497660;19.267479;6;84;5,8;391
82944923;18.69984;6;128;6,2;392
-26355708;26.935458;2;115;5,5;392
19902953;19.237254;6;110;6,6;392
3682924;33.452469;6;110;3,7;392
-3877439;16.139771;6;94;7,5;392
16105964;21.394281;6;129;6,2;393
-65000000;19.718544;6;117;6,5;393
44601681;19.574774;6;101;6;394
150622424;18.256028;5;108;6;394
-10840066;20.908494;5;98;5,3;394
37055695;18.47242;5;107;6;394
53276047;10.446722;1;128;7,3;394
-30958495;18.888806;1;127;6,9;395
7250000;23.962109;4;153;7,3;395
-1830844;19.434672;6;125;6;395
147001698;25.949277;4;145;6,7;395
-71626175;18.172736;4;84;8;395
23956241;20.825781;6;146;7,2;396
0;18.591657;6;110;6,7;396
113114517;16.20985;6;122;7,4;397
-12436272;17.842246;5;107;6,2;398
21888376;18.077963;5;97;4,7;398
38715192;18.806031;6;97;5,5;399
39705772;21.988861;6;121;6,8;399
15699707;20.821846;5;100;7,3;399
45178561;21.252797;6;104;6,1;400
10939492;17.151293;1;127;4,5;400
-16000000;21.380635;6;91;5,9;402
63884132;15.772081;2;130;6,3;403
19307746;12.471239;6;93;5,3;403
35489265;24.114459;5;115;6,3;404
83564935;18.47518;5;95;5,3;404
111749918;10.411996;6;101;5,6;406
167884007;19.636044;6;116;5,9;406
28657696;21.006078;2;99;6,2;406
72682540;19.747809;5;121;6,2;406
3983997;20.362373;6;91;6,8;406
76431368;18.600367;6;108;5,4;407
45969467;20.747994;6;103;6,4;407
54353106;22.585384;7;104;6,9;408
-32714831;20.219385;6;110;5,3;409
-20908933;24.857079;5;94;6,1;409
18596852;16.990308;5;100;5,7;409
186728738;16.939441;6;128;6,3;410
106104344;13.543053;6;87;4,9;410
0;11.872841;6;133;7,1;410
46399552;22.838834;5;98;7,1;410
18785180;22.491388;3;102;6,1;412
69900000;16.188572;5;113;6,7;413
-13180652;18.84332;5;90;5,7;414
15452643;18.896239;6;103;6;414
-2000000;14.398356;2;95;5,4;415
0;23.666229;5;104;6;415
1406224;12.690224;6;83;5,2;415
37536959;18.664624;6;110;6,9;417
57466670;20.679652;4;129;6,8;417
69272766;21.958055;6;110;6,3;417
0;11.940711;3;118;6;418
-12244788;24.210698;6;89;7,4;418
93166989;sie.76;6;95;5,7;418
138300000;17.332585;5;109;8;418
-3500000;25.891466;6;78;5,3;419
-36461000;22.581313;6;80;4,4;420
0;8.893676;4;107;5,7;420
27584901;17.229537;5;96;6,7;420
156200000;20.818567;5;116;6,9;421
5566327;18.268009;5;94;6;421
45230832;23.127561;5;163;6,8;422
39358757;15.978136;7;104;7,4;422
3069884;22.572323;6;124;6,7;423
3302314;20.544999;6;101;6,6;423
0;17.662683;1;102;6,2;424
0;19.998581;6;115;5,3;425
-6334931;16.436178;7;102;6,1;425
188347692;18.325897;4;146;5,4;426
3657751;22.520842;6;111;6,1;426
-7000000;14.072941;6;111;3,3;426
-6617567;18.827753;4;108;5,5;427
-13447540;16.473355;5;107;6,3;427
59728529;14.949395;6;103;5,5;427
62127760;16.90444;6;108;5,7;428
233755553;27.867368;5;92;5,8;428
-24964050;21.589393;6;139;6,6;428
125880543;20.699212;6;110;6;428
97224271;20.99174;6;94;6,4;428
-16500000;20.935169;4;102;7;428
61982834;22.179658;5;135;6,5;431
49636257;20.55509;5;91;5,5;431
-6979977;22.096286;5;112;6,8;431
50468332;23.423082;6;89;5,5;431
15707411;24.313684;5;122;7;432
32302796;23.292761;4;94;5;432
-51868170;26.074908;2;106;5,9;433
133051587;19.637704;5;117;6,3;433
4907260;21.362949;4;113;6;433
22208180;15.895661;5;103;6,2;433
11771272;20.601483;6;113;6,5;433
-10730514;21.605568;4;124;5,7;434
4508066;23.336875;6;121;4,1;434
69208989;20.333953;3;104;5,5;434
69000000;15.314027;5;105;6,4;434
-34565570;24.444186;4;118;6,9;435
30907234;20.975165;5;104;7;435
40223306;20.624896;4;96;6,6;435
71155843;25.413955;5;107;6;436
58246388;23.835055;6;109;6;436
125000000;22.392544;6;124;5,9;437
23700000;21.746245;6;87;5,7;437
-3611233;22.71592;6;96;5,9;437
-85000000;18.335992;6;90;5,2;438
84648887;18.927463;4;143;7;438
-12041304;24.664776;6;107;5,7;439
10921898;18.422008;6;121;6,9;439
92863945;21.064082;4;119;7,1;439
151185897;23.331459;2;130;6,2;440
97644820;18.228538;5;101;6,1;440
0;20.392858;6;91;5,4;440
17721635;19.760383;6;110;6,2;440
50619773;21.204929;6;120;7,3;440
90845033;21.021809;5;123;5,8;441
32333295;22.888173;6;98;5,8;441
-2175862;12.204569;5;96;4,8;441
60896147;20.252143;3;95;4,8;442
104195920;16.470895;6;101;5,4;442
864659;8.518866;6;97;5,6;443
41231041;21.789615;5;112;5,4;444
-27055498;18.394571;5;127;6;444
34192128;21.729434;6;101;5,5;444
47200000;25.041992;6;108;6,3;444
8947954;20.95282;2;87;6,7;444
-19286175;18.866672;3;157;6,7;447
99945894;24.697533;4;128;5,9;447
30055439;19.865989;5;95;6;448
120545279;13.788422;6;102;6;449
81362372;19.984477;4;84;5,1;449
13564027;22.583834;6;94;5,9;449
-7300000;24.281951;4;95;5,6;450
825038;23.419061;5;85;7,2;450
424987477;20.678787;6;90;6,4;451
44000000;16.871194;4;128;6,3;451
16597830;20.953265;6;114;7;451
82000000;14.779041;5;118;6,4;452
100270147;22.769108;6;108;5,7;453
-11941633;21.723897;5;116;5,5;453
40395048;26.595983;4;131;7,3;453
78374103;23.607071;6;108;5,5;453
25419521;20.745052;6;93;6,8;453
31564473;11.414843;4;120;6,9;453
20550513;19.052179;6;85;5,8;453
30485039;25.929893;6;90;6,7;454
-3831561;18.119265;6;87;5,5;454
239457509;20.230535;6;116;5,7;455
-7873775;24.240361;6;103;6,8;455
31891803;8.802626;5;85;6,2;455
75474493;25.289665;6;142;6,4;456
51753202;24.012986;7;106;6;457
23909751;27.71063;6;124;5,7;457
8408614;22.787667;6;104;6,1;458
-5565561;14.723467;6;110;5,8;458
42477008;18.38292;6;106;5,7;458
1070211;15.89534;6;87;4,8;458
-4588539;25.30216;4;107;7,1;458
-41962103;16.637642;6;191;6,8;459
126836156;21.258991;2;124;6,9;459
-2340714;21.024346;4;90;7;459
72906624;17.097041;6;104;6,3;461
37106245;19.258041;6;118;7;462
-42500000;21.677732;4;85;2,9;462
258384;25.349758;6;90;7,8;462
-7000000;21.626288;2;101;5,6;463
141702264;16.930969;5;78;5,1;464
27241945;26.497025;5;92;5,3;465
-21723049;28.060472;5;105;6,1;465
10922472;21.959742;6;100;6,4;465
92290266;16.302378;3;99;5,2;466
68821816;33.439187;6;119;6;466
84731534;21.743321;6;152;7,2;467
34626786;23.328823;5;89;4,8;469
-800000;12.049373;3;123;5,6;469
229492681;16.411345;6;117;6,4;470
35649600;20.344364;1;116;5;471
11514713;18.650748;6;96;6,4;471
-1900686;19.807295;6;120;5,5;471
56618699;25.580272;6;123;6,1;474
-12143288;21.928025;4;97;6,7;475
-61900000;18.65988;6;134;5,8;476
58122980;25.939385;1;111;7,2;476
-1000000;20.466433;5;86;5,8;476
-35000000;22.939557;5;115;6,4;477
109000000;22.258428;3;119;6,9;477
93502303;23.425431;6;126;6,9;478
19804129;22.9951;6;134;5,4;478
7312826;21.605533;6;117;6,1;479
36053787;23.980329;6;80;5,9;479
303838;21.285206;7;130;5,1;479
-11044402;22.442241;6;130;7,3;480
11788161;21.865021;4;104;6,4;480
-29710088;26.153669;5;157;7,3;481
-45510171;22.503935;5;92;5,2;481
45464324;18.632156;3;104;5,8;481
111989043;20.652943;4;121;5,5;482
