budget;popularity;Years_old;revenue;runtime;title;vote_average;vote_count
26000000;7.964451;25;36800000;99;Highlander: The Final Dimension;4.5;110
25000000;7.538513;14;15431177;120;The Greatest Game Ever Played;6.9;110
20000000;11.263361;17;75597042;127;The Rookie;6.5;110
17000000;7.210095;6;71625195;123;The Best Man Holiday;6.7;110
850000;14.238376;7;1243961;85;For a Good Time, Call...;5.8;110
12000;4.553644;47;6000000;93;Pink Flamingos;6.2;110
80000000;7.342892;14;5989640;110;A Sound of Thunder;4.8;111
25000000;7.296459;20;13000000;100;Brokedown Palace;6.2;111
20000000;8.244324;13;17807569;100;School for Scoundrels;5.6;111
14000000;6.772615;24;19800000;100;Vampire in Brooklyn;4.5;111
6000000;6.27257;16;2944752;94;Shattered Glass;6.6;111
8000000;12.439495;16;41400000;101;Whale Rider;7.1;111
1500000;5.817519;26;418961;96;Killing Zoe;6.1;111
50000000;8.139676;10;12764201;97;Street Fighter: The Legend of Chun-Li;3.9;112
35000000;6.246199;15;22034832;111;Little Black Book;5.2;112
25000000;6.086083;17;41604473;86;Undercover Brother;5.5;112
1250000;6.903314;74;11000000;101;The Lost Weekend;7.4;112
180000;7.072118;22;900000;89;Children of Heaven;7.8;112
75000000;8.41856;18;54249294;89;Domestic Disturbance;5.4;113
6000000;6.497285;10;6670712;104;City Island;6.9;113
25000000;12.10235;15;30114487;102;Godsend;4.7;114
20000000;6.92592;22;60000000;127;Selena;7;114
25000000;5.625632;14;36351350;105;Beauty Shop;5.4;115
9000000;12.172131;5;21571189;121;Black or White;6.5;115
20000000;4.748929;17;57588485;118;Drumline;6.2;116
6500000;6.847099;32;54215416;108;La Bamba;6.8;116
5000000;5.461487;10;17872796;99;Soul Kitchen;7.1;116
25000000;7.008216;14;2405420;95;BloodRayne;3.5;118
7000000;7.720692;9;8220215;110;Loose Cannons;7;118
85000000;11.77398;9;112483764;82;Cats & Dogs 2 : The Revenge of Kitty Galore;4.9;119
45000000;6.156015;13;38399961;112;Last Holiday;6.4;119
40000000;7.360793;15;46546197;84;Torque;4.7;119
9000000;4.134327;13;21510851;84;Black Christmas;4.8;119
6500000;8.432401;10;1521261;113;The Messenger;7.1;119
55000000;7.027139;23;141047179;134;Evita;5.9;120
25000000;5.650125;34;11137801;109;Return to Oz;6.7;120
3000000;7.924982;53;13000000;128;Torn Curtain;6.4;120
5000000;10.274542;5;10429707;98;Moms' Night Out;5.5;121
22000000;14.866351;6;24000000;106;Underdogs;6;122
10000000;11.350382;21;25605015;100;Can't Hardly Wait;6.1;122
55000000;12.669778;17;6416302;96;D-Tox;5.3;123
30000000;8.058109;14;93772522;102;Racing Stripes;5.1;123
25000000;6.889437;22;100000000;93;Spice World;4.7;123
32000000;5.683281;18;40222729;106;Hardball;6.3;123
13000000;6.764437;13;11130889;104;The Astronaut Farmer;6.2;123
10500000;11.225044;31;14144000;98;Poltergeist III;4.5;123
40000000;8.980846;17;16872671;103;Life or Something Like It;5.7;124
20000000;12.300789;9;39300000;88;Alpha and Omega;5.3;124
300000;6.473667;44;8000000;80;Death Race 2000;5.9;124
40000000;7.222985;27;14358033;99;Memoirs of an Invisible Man;5.7;125
35000000;12.779201;14;25224242;126;North Country;6.8;125
20000000;6.397042;22;13801755;97;The Man Who Knew Too Little;6.5;125
2000000;11.66632;8;13101672;85;Silent House;5.2;125
20000000;7.716606;10;5210988;111;Bandslam;5.4;126
2900000;5.928937;21;5596708;113;Central Station;7.6;126
1000000;6.926926;14;10047674;90;Cry_Wolf;5.6;126
30000000;9.607391;21;19204929;87;The Replacement Killers;6;127
25000000;8.31653;11;6673422;104;What Just Happened;5.2;127
3000000;11.637458;11;3830137;92;Choke;6;127
13500000;7.261196;19;7060876;124;Quills;6.8;128
6500000;11.885221;13;13368437;88;Friends with Money;5.1;128
12716953;7.077505;22;18814720;113;Mr. Nice Guy;6.3;128
27000000;9.904881;36;16519460;117;Krull;5.8;129
30000000;4.952735;9;8454301;134;Barney's Version;7.2;129
20000000;11.203335;13;41237648;115;Man of the Year;5.8;129
3500000;10.729884;32;14000000;92;Creepshow 2;5.9;129
2000000;9.67299;12;22179430;108;Waitress;6.7;129
60000000;12.621769;22;33956608;110;The Relic;5.8;130
58000000;7.739276;11;41299492;114;Leatherheads;5.7;130
15000000;7.297757;5;30127963;115;When the Game Stands Tall;6.3;130
31000000;7.06762;18;24185781;101;Hearts in Atlantis;6.4;131
30000000;10.694417;8;13521829;86;Hoodwinked Too! Hood VS. Evil;4.8;131
20000000;8.265317;40;35841901;98;The Black Hole;6.1;131
16000000;7.980632;37;53977250;129;The Verdict;7.4;131
20000000;9.455596;31;13854000;108;My Stepmother is an Alien;5.3;131
7700000;7.554799;8;1072602;123;Coriolanus;5.9;131
28000000;8.363702;8;10126458;91;Shark Night;4.9;132
8000000;7.802245;8;5634828;113;Albert Nobbs;6.2;132
80000000;10.088006;6;126546518;87;Walking With Dinosaurs;5.2;133
14000000;11.543363;42;30749142;118;Exorcist II: The Heretic;4.5;133
1650000;6.915201;66;30500000;118;From Here to Eternity;7.2;133
83000000;6.248309;19;59468275;90;The Flintstones in Viva Rock Vegas;4.4;134
40000000;6.420434;27;70100000;117;Boomerang;5.4;134
25000000;10.232599;21;21567853;136;He Got Game;6.7;134
14000000;7.487843;7;11417362;87;Fun Size;5.5;134
9000000;7.623979;48;83304330;181;Fiddler on the Roof;7.4;134
8000000;11.837067;8;10130000;104;Prom;5.7;134
40000000;7.832337;19;30199105;117;The Art of War;5.6;135
45000000;14.566664;20;10667893;82;Universal Soldier: The Return;4.2;135
40000000;16.254032;4;100000000;159;Baahubali: The Beginning;7.5;135
35000000;10.304172;13;12506188;83;Zoom;4.9;135
14000000;13.13724;28;34793160;107;White Fang;6.5;135
13000000;6.170139;25;7820688;95;Serial Mom;6.4;135
13000000;11.880899;21;16757163;106;54;5.5;135
11000000;9.337388;19;59827328;98;Next Friday;6.4;135
8000000;5.244518;13;426224;91;Fido;6.6;135
98000000;7.029308;24;10017322;119;Cutthroat Island;5.7;136
45000000;9.025236;23;17300889;100;The Phantom;4.7;136
42000000;7.349497;9;11087569;100;The Warrior's Way;6.3;136
18000000;12.243887;33;41382841;103;Peggy Sue Got Married;5.9;136
10000000;5.647538;14;17297244;96;The Matador;6.2;136
50000000;4.280619;13;61112916;98;The Shaggy Dog;4.5;137
25000000;9.169271;9;15478800;122;The Conspirator;6.2;137
12500000;13.349012;17;23367586;120;Antwone Fisher;6.7;137
12000000;10.297189;17;75781642;102;Barbershop;6.2;137
10000000;9.525626;35;8801940;114;Body Double;6.4;137
5000000;6.470766;44;41833347;113;The Return of the Pink Panther;6.7;137
16000000;9.18885;19;68411275;93;Pokémon: Spell of the Unknown;5.9;137
125000;12.833247;8;3200000;90;Your Sister's Sister;6.5;137
25000000;8.178203;25;48063435;108;The Shadow;5.4;138
25000000;8.186936;24;4064495;98;Tank Girl;5.5;138
13000000;12.321302;13;2636637;125;Find Me Guilty;6.5;138
18000000;8.700565;37;70687344;136;Firefox;5.5;139
20000000;17.227376;17;12398628;96;Undisputed;6.1;139
20000000;10.617236;8;4634062;107;Dylan Dog: Dead of Night;4.5;139
11000000;7.722021;7;59520298;98;Quartet;6.3;139
7000000;8.079046;5;14618727;116;Beyond the Lights;7;139
4700000;9.617777;33;8025872;101;The Texas Chainsaw Massacre 2;5.9;139
30000000;11.120167;14;58405313;98;Must Love Dogs;5.8;140
30000000;14.585968;7;54819301;92;The Three Stooges;4.9;140
17000000;6.385234;7;9627492;82;The Apparition;4.5;140
9400000;14.562991;56;60000000;163;It's a Mad, Mad, Mad, Mad World;7;140
7000000;8.591387;11;8900000;97;Stargate: The Ark of Truth;6.9;140
2000000;14.846001;13;5179037;101;Shortbus;6.3;140
32000000;9.254647;16;52277485;109;Radio;6.8;141
30000000;8.386432;13;35078241;92;Miss Potter;6.3;141
24000000;8.630825;8;30551495;89;I Don't Know How She Does It;5;141
19000000;11.47316;30;110879513;113;Sea of Love;6.7;141
100000000;12.092241;17;7103973;95;The Adventures of Pluto Nash;4.4;142
35000000;9.07278;17;16838910;114;Femme Fatale;6.2;142
12516654;11.103202;7;8109160;78;Ernest & Celestine;7.6;142
6500000;8.526635;17;12633747;105;Narc;6.8;142
15000000;9.476999;3;77000000;120;Shin Godzilla;6.5;143
35000000;10.032626;40;31755742;113;1941;5.6;143
25100000;10.445391;11;29506464;131;W.;6.1;143
30000000;9.829859;19;45554533;77;The Tigger Movie;6.3;143
2100000;8.38717;73;23650000;172;The Best Years of Our Lives;7.6;143
26000000;10.925618;15;28818995;100;Agent Cody Banks 2: Destination London;5.2;144
25000000;7.473455;8;10324441;110;Straw Dogs;5.5;144
13500000;9.982885;17;29027914;107;Far from Heaven;6.9;144
1500000;11.35344;35;2300000;92;Repo Man;6.7;144
1000000;9.773398;14;13350369;103;Transamerica;6.9;144
65000000;9.568884;4;121545703;127;Dragon Blade;5.9;145
57000000;9.061866;18;62112895;131;Captain Corelli's Mandolin;5.5;145
63600000;4.494788;19;19412993;102;Get Carter;4.8;145
31115000;13.244365;56;71000000;248;Cleopatra;6.7;146
21150000;6.081772;18;39438674;92;Crocodile Dundee in Los Angeles;4.7;146
20000000;7.034752;17;8586376;94;Boat Trip;4.7;146
9000000;14.171759;51;2500000;98;Barbarella;5.7;146
40000000;13.210898;23;49627779;96;The Island of Dr. Moreau;4.6;147
30000000;7.981116;21;100491683;79;The Rugrats Movie;5.7;147
25485000;9.795985;49;29548291;144;Tora! Tora! Tora!;6.9;147
25000000;7.001176;9;19829957;107;My Soul to Take;5.2;147
33000000;7.663515;10;14000000;100;Micmacs;6.8;148
28000000;6.756771;19;33000337;99;Dracula 2000;4.6;148
28000000;10.703456;24;31596911;139;Rob Roy;6.5;148
8000000;5.93923;19;8279017;92;Shadow of the Vampire;6.6;148
3000000;12.564554;4;3387000;83;Demonic;4.9;148
50000000;12.25622;9;83761844;87;Marmaduke;5;149
35000000;13.668633;9;39340177;92;Furry Vengeance;4.6;149
1200000;6.920873;64;7000000;99;The Trouble with Harry;6.9;149
45000000;10.731574;23;53854588;135;Tin Cup;5.9;150
38000000;9.662715;13;29907685;90;Pulse;5;150
45000000;6.803965;14;38058335;134;The Producers;6.1;151
15000000;10.84158;12;30226144;126;The Great Debaters;6.9;151
1500000;9.856826;18;416925;98;The Believer;6.8;151
40000000;8.303696;7;24719215;107;Big Miracle;6.6;152
8500000;9.029489;11;8936663;98;Ong Bak 2;6;152
500000;8.650779;17;150277;93;May;6.3;152
30000000;8.359599;18;18195610;108;Antitrust;5.8;153
17000000;9.349386;13;374743;144;Southland Tales;5.2;153
11000000;9.705589;28;2807854;98;Return to the Blue Lagoon;5.1;153
12000000;9.559737;13;38368909;103;Employee of the Month;5.3;153
7800000;11.000654;16;22441323;102;Swimming Pool;6.4;153
45000000;6.513856;21;11203026;106;Deep Rising;6;154
22000000;12.887673;18;19351569;90;Saving Silverman;5.4;154
13000000;6.735922;8;98441954;105;Justin Bieber: Never Say Never;4.8;154
12000000;8.290636;11;3148182;110;Two Lovers;6.6;154
6500000;6.787967;13;22889018;124;The Wind That Shakes the Barley;7.1;154
40000000;10.433667;14;31670620;135;Rent;6.7;155
9000000;4.34503;13;27105095;100;Stay Alive;5.3;155
15000000;6.857923;19;33771174;120;Where the Heart Is;6.9;155
3000000;13.338539;58;10000000;186;Judgment at Nuremberg;7.6;155
10000000;11.267676;4;3727746;122;By the Sea;5.4;156
15000000;11.375032;19;35007180;106;The Skulls;5.8;156
15000000;13.832376;11;8762890;102;The Rocker;5.6;156
3000000;7.961559;34;20966644;117;A Room with a View;6.9;156
852510;9.270133;12;1185783;113;4 Months, 3 Weeks and 2 Days;7.3;156
35000000;5.525544;22;25105255;155;Midnight in the Garden of Good and Evil;6.3;157
30000000;9.301562;15;13001257;114;Wicker Park;6.7;157
15000000;8.142166;4;632542;105;The Assassin;6.6;157
6500000;11.208769;39;31899000;105;Dressed to Kill;6.8;157
5000000;9.358197;65;28200000;127;20,000 Leagues Under the Sea;6.8;157
4000000;8.30723;8;25345000;99;A Lonely Place to Die;6.2;157
18000000;10.1449;12;26527510;120;Mongol: The Rise of Genghis Khan;6.5;158
12000000;6.703319;17;61141030;93;Crossroads;4.7;158
11000000;7.645979;11;38105395;114;The Secret Life of Bees;7.4;158
3500000;10.219942;47;12600000;116;Frenzy;7.1;158
35000000;10.10364;17;29882645;132;The Four Feathers;6.5;159
25000000;11.42943;17;51842679;104;Blue Crush;5.6;159
30000000;8.085872;19;37036004;127;Keeping the Faith;5.9;159
28000000;7.534003;15;64445708;135;Miracle;7;159
17000000;7.701041;15;16980098;95;Win a Date with Tad Hamilton!;5.5;160
10000000;12.792446;12;17500000;97;In the Land of Women;5.8;160
1500000;11.145915;74;7000000;111;Spellbound;7.3;160
30000000;6.353971;14;18618284;108;An Unfinished Life;6.7;161
10000000;12.902975;36;29450919;101;Twilight Zone: The Movie;6.2;161
1000000;6.532855;38;17985893;91;The Howling;6.4;161
30000000;8.999675;13;34742066;108;Take the Lead;6.6;162
37000000;6.63839;8;95404397;113;Dolphin Tale;6.7;163
30000000;5.301589;24;24048000;106;Virtuosity;5.4;163
20000000;7.679336;13;22165608;92;The Marine;5;163
8000;1.041254;8;469947;96;Weekend;7.4;163
18000000;9.633711;5;25312387;94;And So It Goes;5.7;164
7000000;8.184588;4;573335;103;Freeheld;7.1;164
80000000;9.357734;10;53825515;112;Nine;5.1;165
5000000;10.095184;9;5129058;91;Rabbit Hole;6.9;165
3000000;16.553594;61;17570324;108;Cat on a Hot Tin Roof;7.6;165
2000000;5.941852;48;11833696;82;Bananas;6.7;165
75000000;10.605084;16;51142659;116;Hollywood Homicide;5;166
26000000;10.704596;23;116400000;102;The First Wives Club;6.5;166
1500000;10.009994;21;2375097;110;Buffalo '66;7.1;166
35000000;11.195593;14;19294901;97;Cursed;5.1;167
20000000;10.50098;10;17436509;120;Capitalism: A Love Story;7;167
17000000;9.191187;4;24000000;107;Love the Coopers;5.4;167
6000000;11.81832;14;27165581;108;The Protector;6.8;167
8000000;8.708229;27;6739141;95;Fortress;5.7;168
560000;10.730056;55;12299668;88;A Hard Day's Night;7.3;168
34000000;9.133747;26;32255440;139;The Age of Innocence;7;169
5000000;9.483717;24;15116634;88;Halloween: The Curse of Michael Myers;5;170
25500000;12.756344;6;2415472;128;Blood Ties;6;171
17500000;14.304444;13;19179969;110;Beerfest;5.8;172
42000000;11.470135;19;32168970;124;Reindeer Games;5.4;173
20000000;9.292987;14;10442808;96;Alone in the Dark;3.1;173
15000000;11.379652;35;17080167;114;Firestarter;5.9;173
3500000;3.418871;26;27900000;97;Menace II Society;7.2;173
20000000;12.309715;24;21284514;106;To Die For;6.7;175
45000000;8.99269;14;56070433;95;Kicking & Screaming;5.6;176
18000000;14.916264;22;8038061;112;The Ice Storm;6.9;176
3705538;8.839651;27;62548947;112;The Crying Game;6.9;176
17000000;12.313143;33;6735922;117;Nine 1/2 Weeks;5.8;177
15000000;12.163832;14;12036149;121;The Three Burials of Melquiades Estrada;7;177
12500000;8.780512;10;27206120;101;Sorority Row;5.4;177
10000000;9.805551;10;295750;99;World's Greatest Dad;6.5;177
8000000;7.894489;21;17460020;82;Half Baked;6.4;177
62000000;11.262655;18;18720175;125;3000 Miles to Graceland;5.8;178
58000000;12.29603;7;50365377;125;Red Tails;5.9;178
8500000;9.452808;3;15861566;120;The Birth of a Nation;6.5;178
94000000;8.468586;18;54744738;116;Driven;4.5;179
70000000;10.930537;21;19870567;97;Hard Rain;5.5;179
30000000;5.671691;21;9898412;100;Very Bad Things;6.2;179
10000000;14.038512;9;6110000;90;MacGruber;5.1;179
1000000;9.115486;7;9138338;98;The Sessions;6.6;179
74500000;8.884318;15;62172050;109;Two Brothers;6.9;180
70000000;13.483387;13;38629478;114;Basic Instinct 2;4.6;180
18000000;13.472365;10;36133014;109;Love Happens;5.6;180
13200000;24.656068;5;53830415;83;No Good Deed;5.6;181
8000000;9.799177;17;16856124;93;The Good Girl;6.1;181
30000000;9.965073;14;50451307;103;Fever Pitch;5.9;182
25000000;8.583217;20;4152230;92;Idle Hands;6.1;182
80000000;15.761384;15;78000586;114;Exorcist: The Beginning;4.7;183
25000000;8.870614;25;22200000;97;Don Juan DeMarco;6.2;183
20000000;8.351385;16;132675402;105;Bringing Down the House;5.4;183
10000000;16.318608;4;10835752;107;Danny Collins;6.6;183
5000000;8.008844;30;11642254;96;Halloween 5: The Revenge of Michael Myers;5.2;183
4000000;12.891276;38;125728258;94;Porky's;6.1;183
1500000;4.680206;10;32000;93;Pontypool;6.6;183
42000000;14.046705;17;63781810;115;High Crimes;6.1;184
21000000;10.207065;26;42000000;96;Teenage Mutant Ninja Turtles III;5.1;184
25000000;13.288177;14;27645491;98;Ice Princess;5.9;185
20000000;12.232048;4;6420319;106;Little Boy;7;185
65000000;8.629665;13;43545364;124;We Are Marshall;6.7;186
40000000;12.885985;14;46442528;117;Get Rich or Die Tryin';6.3;186
16000000;10.248439;3;77000000;117;Miracles from Heaven;6.7;186
94000000;12.516546;8;95311434;145;The Flowers of War;7.1;187
20000000;11.352693;22;10686841;96;Deconstructing Harry;7.3;187
72000000;11.215702;18;37317558;152;The Majestic;6.6;188
55000000;8.802525;16;33828318;118;Stuck on You;5.1;188
80000000;18.26121;19;34566746;145;Thirteen Days;6.9;189
55000000;8.634954;16;34234008;94;The Hunted;6;189
50000000;13.298205;15;49718611;119;Raising Helen;5.9;189
17000000;10.13559;10;14899417;98;Away We Go;6.7;189
40000000;16.059443;21;38172500;86;Quest for Camelot;6.9;190
57000000;11.60815;18;16991902;105;Rock Star;6;190
10000000;10.733761;12;21786738;111;My Blueberry Nights;6;190
6500000;12.524953;48;12376563;131;The Andromeda Strain;7;190
2000000;15.351412;12;5364858;95;Diary of the Dead;5.4;190
60000000;15.205371;18;56359980;120;15 Minutes;5.7;191
20000000;11.62423;14;67192859;89;Boogeyman;4.6;191
5000000;12.904615;30;14000000;100;Friday the 13th Part VIII: Jason Takes Manhattan;4.8;191
22000000;12.445176;9;9479718;105;Stone;5.2;192
8000000;14.652342;10;10848783;92;Extract;5.7;192
2800000;9.070842;31;19170001;88;Friday the 13th Part VII: The New Blood;5.3;192
1800000;11.756943;51;6800000;114;Hang 'em High;6.7;192
3000000;10.341982;26;15938065;87;Jason Goes to Hell: The Final Friday;4.2;193
55000000;4.366488;23;18626419;116;The Fan;5.7;194
3000000;10.757539;21;2807390;139;Happiness;7.4;194
62000000;11.056763;24;107879496;106;The American President;6.5;195
28000000;12.921594;4;7002261;108;Our Brand Is Crisis;5.8;195
20000000;13.032308;12;4001121;135;I'm Not There.;6.6;195
15000000;11.428903;11;5926410;111;Transsiberian;6.5;195
3500000;8.45342;10;44462;101;Defendor;6.5;195
80000000;10.81051;20;118880016;131;Message in a Bottle;5.8;196
10000000;10.072199;9;17511906;111;Sarah's Key;7.2;196
6500000;11.142389;20;28451622;98;Go;7;196
2200000;12.639469;34;21930418;92;Friday the 13th: A New Beginning;5.1;196
15000000;9.125594;17;52970014;88;Big Fat Liar;5.6;197
10000000;10.125029;27;32101000;108;The Lawnmower Man;5.4;197
3000000;11.882563;8;22000;112;The Divide;5.7;197
2000000;12.999023;14;5967038;120;Harsh Times;6.3;197
36000000;9.176339;22;50159144;95;Breakdown;6.6;198
42000000;14.831402;18;35402320;118;Original Sin;5.8;198
17000000;12.709227;21;30331165;81;A Night at the Roxbury;5.9;198
10000000;8.932837;27;50752337;101;The Mighty Ducks;6.4;198
4500000;15.359952;23;7011317;108;Bound;6.9;198
150000000;12.362599;8;38992758;88;Mars Needs Moms;5.5;199
20000000;9.855474;15;70992898;97;Anacondas: The Hunt for the Blood Orchid;4.9;199
16500000;12.102725;16;16942795;126;House of Sand and Fog;7;199
2000000;10.664202;46;18344729;89;Sleeper;7;200
78146652;13.630049;10;60000000;125;Duplicity;5.7;201
30000000;9.448517;18;23619609;106;The Glass House;5.4;201
26000000;11.233081;19;28780255;118;Boiler Room;6.5;201
7000000;14.672151;31;8373585;164;The Last Temptation of Christ;7;201
35000000;13.25753;10;73034460;100;Hotel for Dogs;5.7;202
63000000;13.859307;25;25052000;191;Wyatt Earp;6.5;202
30000000;10.756266;14;15007991;97;The Cave;5.1;202
11500000;15.355589;26;23237911;134;The Remains of the Day;7.5;202
20000000;10.218307;11;5530764;114;The Brothers Bloom;6.8;203
5000000;10.605752;6;15179302;88;The Last Exorcism Part II;4.4;203
60000000;8.927137;17;52322400;104;Dragonfly;6.1;204
11000000;14.282314;38;31672907;92;History of the World: Part I;6.5;204
60000000;18.345613;20;149705852;116;The General's Daughter;6.1;205
50000000;11.106006;23;113309743;115;Striptease;4.4;205
40000000;13.445697;12;62771059;99;The Reaping;5.4;205
80341000;14.8375;11;127814609;150;Red Cliff;7.1;205
30000000;11.409124;11;63833449;99;Baby Mama;5.8;205
21000000;12.790408;13;480314;87;DOA: Dead or Alive;5;205
27500000;12.741073;12;24748670;120;Rendition;6.2;205
5500000;9.59729;6;99067206;115;Instructions Not Included;7.5;205
50000000;10.089065;17;26199517;110;Blood Work;6.1;206
30000000;9.278361;13;41480851;125;Gridiron Gang;6.5;206
17900000;12.752463;34;6948633;89;Red Sonja;5;206
