Profit;popularity;Day_of_week;runtime;title;vote_average;vote_count
53978653;27.247013;5;108;The Gift;6,1;1049
2827813;18.366362;6;89;Office Space;6,4;1050
39030246;35.871248;1;104;Oculus;7,1;1050
150685453;23.496054;5;110;Get Smart;6;1051
257325802;35.814765;6;90;Rush Hour 2;6,4;1054
-29581440;52.417529;4;106;Mortdecai;5,4;1055
110330182;25.785925;6;143;Babel;6,9;1055
3005187;40.285095;5;101;The Raid;7,9;1055
247940000;41.690578;4;81;The Blair Witch Project;5,5;1055
175862692;45.022964;6;128;Dracula;7,1;1056
210650585;32.389353;3;98;Little Fockers;5,4;1060
102194847;45.477802;6;104;Step Up;6,7;1060
53167639;47.5612;3;87;Transporter 2;6,2;1061
60259536;45.915165;6;90;Identity;7,1;1061
63107642;22.977983;6;98;Step Brothers;6,5;1062
84837138;38.018085;2;81;Phone Booth;6,7;1062
336472;37.555398;6;106;I Origins;6,6;1063
29013281;41.946523;5;128;The Longest Ride;7,3;1064
28525586;29.257137;7;136;The Lovely Bones;6,6;1065
88229890;44.714264;3;133;The Blues Brothers;7,5;1065
47607453;32.927994;6;125;Silent Hill;6,3;1067
66282604;38.279458;5;98;Money Monster;6,5;1068
11587700;17.663353;4;130;Mud;5,6;1068
-30000000;49.336397;5;229;Once Upon a Time in America;8,2;1069
251818;44.656151;3;90;Cube;4,9;1069
196697520;27.491891;6;108;The Village;6,2;1071
153876815;33.124871;6;108;Saw III;6,1;1071
147570682;44.765377;5;96;Turbo;6,1;1074
263397247;36.32705;7;83;Over the Hedge;6,3;1074
79953539;46.116885;4;88;Airplane!;7,2;1074
33973029;31.82675;6;160;Amadeus;7,8;1076
6464124;42.868495;6;130;It's a Wonderful Life;5,7;1076
101001478;49.078546;6;117;Road to Perdition;7,3;1077
135388341;27.299301;2;136;Vanilla Sky;6,5;1078
-4364695;41.075532;4;111;The Road;6,8;1087
4523226;66.097437;6;116;Self/less;6,3;1091
291971116;54.159392;1;133;Die Another Day;5,8;1092
125233863;39.744242;4;96;A Christmas Carol;6,6;1095
283788635;52.456505;4;135;Close Encounters of the Third Kind;7,2;1098
81206215;34.694216;5;98;Blue Jasmine;7;1098
105294342;23.657284;4;165;The Patriot;6,8;1099
182385533;34.391792;6;90;Ace Ventura: When Nature Calls;6,1;1099
90922175;32.105328;6;132;The Butler;7,2;1101
9863596;27.546914;5;112;Being John Malkovich;7,3;1101
-7919749;29.782161;6;108;Under the Skin;6;1102
54188367;38.179483;6;97;The Boy;5,8;1102
38884652;35.307577;6;99;Still Alice;4,8;1104
70306374;30.669913;4;124;Match Point;7,3;1105
130372502;31.305336;3;97;The Bucket List;7;1111
45868327;39.742009;4;106;O Brother, Where Art Thou?;7,3;1112
77587063;40.646102;6;96;Bridge to Terabithia;7;1113
145157447;37.380435;6;131;Unforgiven;7,7;1113
98018522;48.126297;5;106;Mirror Mirror;5,5;1114
131196298;10.083905;1;124;Red Dragon;6,7;1115
263882411;38.729418;5;141;True Lies;6,8;1116
168426634;36.711378;4;102;Epic;6,4;1121
26181942;37.335721;4;123;The Walk;6,9;1121
97263880;38.06168;5;97;Date Night;5,9;1122
62233971;23.85119;5;134;Invictus;7;1125
129837010;67.767785;4;110;Dumb and Dumber To;5,4;1127
321508;49.333137;7;175;Once Upon a Time in the West;5,2;1128
138851;46.727941;6;91;The Hunchback of Notre Dame;6,8;1129
176449203;36.194802;6;103;American Wedding;6;1129
39207032;48.170508;5;81;Lights Out;6,5;1129
58020255;27.50916;4;141;Changeling;7,3;1131
25181600;61.309619;5;113;A Walk Among the Tombstones;6,2;1131
92217355;48.622278;7;95;Ghost Rider: Spirit of Vengeance;4,7;1135
7930462;30.556135;5;112;Snitch;5,8;1138
52940100;36.069611;5;178;Meet Joe Black;6,9;1147
6954997;40.370442;5;127;Donnie Brasco;7,4;1147
21561644;74.64653;4;114;Run All Night;6,3;1148
67714830;41.322708;6;118;Insomnia;6,8;1148
74624843;41.832392;4;111;Pineapple Express;6,6;1148
91910061;28.223163;3;112;Crash;6,4;1149
179834564;31.789029;4;84;Chicken Run;6,5;1150
11327899;26.396191;4;105;Machete;6,3;1150
-2000000;27.082182;7;96;Evan Almighty;5,3;1151
168502923;33.769336;4;103;The Last Airbender;4,7;1151
30931041;47.992817;5;88;Crank;6,6;1151
166984278;45.589568;5;100;Grown Ups 2;5,8;1155
101265204;47.436675;6;110;The League of Extraordinary Gentlemen;5,7;1155
81643158;44.490453;3;144;Kingdom of Heaven;6,6;1157
67805466;37.698465;5;98;Unstoppable;6,3;1165
82180323;42.551902;4;147;Perfume: The Story of a Murderer;7,1;1165
41126384;49.517264;5;109;End of Watch;7,2;1170
137594577;29.332905;1;91;Bee Movie;5,7;1171
75173115;50.670253;5;111;Forgetting Sarah Marshall;6,4;1172
125276000;38.832842;5;121;Valkyrie;6,7;1173
-9450893;42.538258;4;105;Jack Ryan: Shadow Recruit;5,9;1173
294194034;59.824565;5;130;GoldenEye;6,6;1174
28762516;42.57877;6;105;Death Race;6;1175
6471023;41.258956;6;87;Fantastic Mr. Fox;7,5;1176
301366633;47.336034;5;92;Alvin and the Chipmunks;5,5;1177
453749323;36.65422;6;103;The Smurfs;5,5;1179
23704513;38.204158;4;91;A Nightmare on Elm Street;7,2;1180
105795793;72.774941;6;125;Trainwreck;5,9;1181
-17982197;51.502884;5;107;Sunshine;7;1182
155288523;31.086791;5;136;The Mask of Zorro;6,3;1183
96272727;59.961523;5;139;Mary Poppins;7;1183
65560026;48.032734;5;127;Stardust;7,1;1184
15016220;48.801089;5;122;3:10 to Yuma;6,9;1188
42444772;36.664991;5;89;Surrogates;5,9;1195
73384188;47.753598;3;99;Vacation;6,2;1195
18883511;28.570174;4;105;Big Eyes;6,2;1196
49238440;34.759855;5;100;28 Weeks Later;6,5;1197
74343513;46.078371;5;110;How to Be Single;5,9;1201
59455697;41.569541;3;98;13 Going on 30;6,3;1204
138670000;33.704181;7;109;Up in the Air;6,7;1205
132530565;49.802914;5;120;Platoon;7,4;1205
86248813;47.649554;7;107;Predators;6;1206
110730736;43.675191;4;95;The Woman in Black;6,1;1206
4422261;32.306455;6;110;Seven Psychopaths;6,7;1206
-5000000;48.375848;5;106;Insidious: Chapter 2;6,1;1211
51076141;39.337949;3;111;Brooklyn;7,2;1213
99600000;33.142185;5;93;Mad Max;5,1;1213
189076518;22.527211;6;129;Knocked Up;6,2;1214
101183863;42.957216;5;101;AVP: Alien vs. Predator;5,5;1217
119621271;70.668923;4;104;Let's Be Cops;6,4;1219
324875760;54.884297;6;130;The Fugitive;7,2;1220
80175290;41.570047;5;139;Apocalypto;7,3;1221
126720069;31.941347;6;96;Burn After Reading;6,5;1222
91766556;34.160448;1;106;Finding Neverland;7,2;1223
66053725;51.548589;7;95;Atlantis: The Lost Empire;6,7;1224
109168700;44.967453;6;136;The Holiday;6,7;1225
77544580;31.957947;7;125;Saving Mr. Banks;7,3;1226
172105545;40.20395;5;98;Charlie's Angels;5,6;1232
104056873;41.362082;6;119;The Beach;6,3;1233
72820008;20.236951;2;112;Love & Other Drugs;6,6;1233
97091208;27.870312;4;159;Eyes Wide Shut;7,1;1234
160649836;41.207568;6;132;Enemy of the State;6,7;1240
45837872;46.049902;6;122;Black Mass;6,3;1242
262211740;51.188633;4;119;Planet of the Apes;5,6;1243
162045765;62.479574;3;97;The Princess and the Frog;6,7;1247
3203235;35.252056;2;101;The Machinist;6,9;1247
107817248;31.703608;4;119;The Green Hornet;5,5;1251
148925093;42.187986;6;92;Saw II;6,3;1251
63905366;49.660055;4;123;Blade: Trinity;5,7;1252
163936074;42.512296;5;100;Bad Moms;6,3;1252
55464861;35.735689;7;104;Begin Again;5,9;1254
55572378;34.532418;5;94;The Call;6,6;1257
-68351500;39.448066;5;96;R.I.P.D.;5,4;1260
21596251;29.295801;6;123;Orphan;6,7;1261
31187783;33.372828;6;100;50/50;5,3;1261
321889678;28.969151;5;124;Notting Hill;7;1262
18428063;55.806402;4;79;9;6,6;1262
89977104;19.402816;5;115;Dear John;6,6;1262
33782078;31.191975;5;111;Hanna;6,5;1263
-130536;45.388937;5;119;Serenity;7,4;1264
100786397;38.643914;4;113;Unknown;6,5;1265
-30000000;43.882857;7;107;The Last Stand;5,7;1266
-12168369;50.561849;3;105;Pompeii;5,2;1267
84394835;29.880122;6;94;Resident Evil: Apocalypse;6,1;1267
148397415;53.043124;6;111;Panic Room;6,5;1267
43265139;38.634767;4;94;Abraham Lincoln: Vampire Hunter;5,5;1269
149012234;45.154631;1;115;Con Air;6,5;1270
111757863;41.515702;6;83;Antz;6;1272
-1942885;51.915025;6;140;Warrior;7,7;1272
-6179242;50.767332;6;122;In the Heart of the Sea;6,5;1276
10680864;56.257249;5;127;Gods of Egypt;5,3;1277
-25592384;85.428395;4;102;Sin City: A Dame to Kill For;6,3;1286
50441250;24.13081;6;110;The Royal Tenenbaums;7,4;1286
170200000;36.125715;6;88;Space Jam;6,5;1288
103412065;12.06538;5;94;Resident Evil: Extinction;6,1;1292
166114570;26.780961;1;104;The Vow;7;1293
126713434;57.374341;6;127;Moulin Rouge!;7,4;1300
-7819725;44.511363;6;118;Fear and Loathing in Las Vegas;7,2;1301
192234864;42.990906;3;113;The Golden Compass;5,8;1303
108587880;53.727146;4;105;The Purge: Election Year;6,1;1306
64112375;40.06688;4;178;Casino;7,8;1307
81120329;55.249434;6;150;Contact;7,2;1308
56702060;53.090422;5;93;Journey to the Center of the Earth;5,8;1309
41647656;39.006187;6;106;Hail, Caesar!;5,7;1309
91216940;24.860326;6;138;L.A. Confidential;7,7;1310
65771527;55.659988;6;85;Lilo & Stitch;7,1;1314
54478416;51.742065;7;109;The Hitchhiker's Guide to the Galaxy;6,6;1315
56936910;52.612025;4;106;The Last Witch Hunter;5,7;1316
193340800;47.456823;6;86;Paranormal Activity;7;1316
30282296;28.350529;4;124;Blow;7,4;1317
35028634;40.28709;6;100;The DUFF;3,4;1322
33372757;48.237797;5;106;Side Effects;6,4;1323
29308881;36.921445;6;110;Lucky Number Slevin;7,4;1323
77551594;38.820858;5;106;Contagion;6,2;1325
-24037525;41.796339;6;119;47 Ronin;5,9;1326
122780440;38.688822;6;107;No Strings Attached;6,1;1331
185696994;29.558157;5;91;Robots;6;1333
-17872105;34.828241;6;122;Lord of War;7;1335
32780981;38.0958;6;89;Zoolander;6,1;1337
483000000;41.967005;5;127;Ghost;6,9;1339
184082376;30.951203;5;115;Marley & Me;6,9;1343
69679598;35.169779;5;104;1408;6,5;1343
134104620;33.691694;4;140;Public Enemies;6,5;1344
257553595;36.432598;6;108;American Pie 2;6;1344
123076205;34.773106;5;115;Safe House;6,3;1345
241552094;84.366984;7;92;Penguins of Madagascar;6,5;1346
116267476;52.571674;4;102;17 Again;6,1;1350
81700000;46.007991;6;88;Pinocchio;6,9;1355
173634991;61.76233;5;147;Straight Outta Compton;7,7;1355
256929795;35.310712;6;97;Bridget Jones's Diary;6,5;1356
93147947;36.58383;6;135;Pride & Prejudice;7,7;1358
93450062;38.94708;5;94;The Visit;4,2;1360
240228084;2.143764;5;97;Resident Evil: Afterlife;5,8;1363
92000000;37.44963;4;109;Alien: Resurrection;5,9;1365
67874843;31.162838;5;106;If I Stay;7,3;1368
436642939;32.829538;4;115;Meet the Fockers;6,1;1373
95944660;33.8473;6;144;The Devil's Advocate;7,2;1374
132798761;41.493042;5;120;Romeo + Juliet;6,7;1374
34823199;45.149948;5;123;21;6,5;1375
30302314;38.799596;5;98;Final Destination;6,4;1378
60206216;46.180421;5;133;Moneyball;7;1381
70432927;24.399642;6;107;The Other Guys;6,1;1383
51270454;38.272889;3;119;The Untouchables;7,6;1384
222141403;45.419668;6;104;How the Grinch Stole Christmas;6,2;1386
64596398;51.146047;5;100;Coraline;7,3;1386
557841637;30.780599;5;108;Mamma Mia!;6,4;1386
256128639;60.034162;3;112;The Mummy: Tomb of the Dragon Emperor;5,2;1387
19533783;25.329493;6;107;In Bruges;7,4;1388
91974557;38.994297;3;103;This Means War;5,9;1389
110669540;37.668301;4;140;Robin Hood;6,2;1398
39096190;37.104353;4;126;The Mist;6,7;1399
121081192;57.925623;4;154;Superman Returns;5,4;1400
98442937;43.055253;5;137;Unbroken;7,3;1400
131497771;47.455148;5;100;Mama;6;1401
266589150;47.651878;6;70;Bambi;6,9;1405
82573028;56.805781;5;102;Dirty Grandpa;5,7;1406
284335608;37.272385;5;108;Happy Feet;5,9;1410
96282949;43.057323;6;108;School of Rock;6,7;1414
33719388;42.472324;4;141;The Judge;7,2;1417
113207122;50.073575;6;125;Batman & Robin;4,2;1418
61505388;56.811056;2;117;Lara Croft Tomb Raider: The Cradle of Life;5,5;1418
131822020;31.242999;3;138;Mystic River;7,6;1422
9584500;43.729123;5;102;Casablanca;6,3;1422
206509870;36.167578;5;94;Monsters vs Aliens;6;1423
207448382;46.217769;6;124;xXx;5,8;1424
136000000;26.721386;6;86;Liar Liar;6,4;1424
56353501;51.927471;5;92;Underworld: Rise of the Lycans;6,2;1428
210293450;36.307296;6;149;Lincoln;6,7;1429
151000000;44.927635;3;99;Wrath of the Titans;5,5;1431
86804348;45.565918;5;94;Anastasia;7,4;1432
36923945;50.319662;6;92;The Witch;6,8;1434
-46840695;61.245957;6;86;The Iron Giant;7,6;1436
156781193;34.519636;4;109;The Other Woman;6,2;1437
7640272;41.996783;4;95;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;5,5;1442
58326666;58.553213;2;92;Beetlejuice;7,1;1444
132466756;49.199234;3;116;Battle: Los Angeles;5,5;1448
255487652;29.21998;3;107;Enchanted;6,6;1449
152764291;44.815022;4;120;Collateral;7;1451
52278331;48.552871;5;117;The Grey;6,4;1451
7916563;34.821223;4;94;The Boy in the Striped Pyjamas;7,7;1451
11216641;28.670477;4;118;Parker;5,7;1455
260062621;51.469576;5;136;The Rock;6,9;1456
291079773;47.845589;4;81;Pocahontas;6,7;1457
34696996;37.378081;5;124;Shooter;6,9;1462
73758521;50.179171;4;91;Neighbors 2: Sorority Rising;5,6;1462
52394288;63.848541;4;100;Carrie;5,8;1463
0;32.808675;5;116;A Million Ways to Die in the West;5,8;1468
117026136;24.218358;4;125;The Town;7;1468
65283742;35.580815;3;109;The Sorcerer's Apprentice;5,8;1470
140875730;47.323228;4;100;The Polar Express;6,4;1474
159046663;45.99611;6;111;Scream;7;1476
5117339;31.60985;4;147;Mulholland Drive;7,6;1477
164043761;44.135568;6;134;Brokeback Mountain;7,5;1480
147202299;52.995628;6;118;Gone in Sixty Seconds;6,1;1485
73690726;49.593978;5;109;Law Abiding Citizen;7,2;1486
105446362;32.693093;5;121;Knowing;5,9;1486
76586316;57.84156;6;131;The Book Thief;7,4;1486
14857814;44.533612;6;98;The Princess Bride;7,6;1486
68617009;31.019381;6;116;The Fighter;7,2;1486
110212904;63.071046;6;93;First Blood;7,2;1488
-14000000;45.616098;6;170;The Aviator;7;1489
69327687;51.113717;7;78;The Emperor's New Groove;7,2;1490
64574188;29.342744;6;94;Anchorman: The Legend of Ron Burgundy;6,7;1493
393226958;61.692197;2;89;Hotel Transylvania 2;6,7;1497
236529144;48.205606;4;121;Batman Forever;5,2;1498
166465037;42.361215;6;157;American Gangster;7,4;1502
59423648;62.925175;6;129;The Game;7,5;1506
31371017;44.090535;5;106;Mars Attacks!;6,1;1509
260686217;49.661984;6;113;The Chronicles of Narnia: The Voyage of the Dawn Treader;6,2;1514
27673162;40.631671;4;154;Jackie Brown;7,3;1514
163664608;50.163785;6;123;Interview with the Vampire;7,2;1516
248773813;60.225219;5;99;Annabelle;7,4;1517
233871007;63.473086;4;94;Home;6,8;1519
137277636;54.81489;5;130;Need for Speed;6,1;1520
44287414;51.109279;6;89;Stand by Me;7,1;1522
49602163;60.467984;4;114;The Huntsman: Winter's War;6;1523
84984035;43.873266;6;118;The Monuments Men;5,8;1523
-84000000;44.34333;5;116;RED 2;6,4;1526
109295601;37.084384;3;121;Lone Survivor;7,4;1526
75388063;58.57976;6;120;Hellboy II: The Golden Army;6,5;1527
101010032;67.169587;6;117;Blade II;6,2;1528
61340801;49.020045;5;106;Underworld: Evolution;6,4;1528
230854823;33.648404;4;144;Hook;6,6;1532
108360480;34.981698;5;138;Hulk;5,3;1533
65670357;82.185281;4;108;Horrible Bosses 2;6,1;1536
52208711;37.817905;6;158;There Will Be Blood;7,9;1537
134918407;37.02665;5;117;Just Go with It;6,3;1543
82766062;59.194915;2;162;The Godfather: Part III;7,1;1546
144930431;44.906918;3;109;Knight and Day;5,9;1547
26724284;62.554173;5;94;Spring Breakers;7,5;1551
-14640355;44.566609;6;107;Equilibrium;6,9;1552
60293714;45.299089;6;146;Man on Fire;7,3;1553
292275019;47.094369;2;90;Shark Tale;5,8;1557
16214377;58.782359;5;129;Starship Troopers;6,7;1560
143339556;38.068736;6;147;Bad Boys II;6,3;1564
88000000;49.070321;5;88;Project X;6,5;1564
94492830;43.450266;6;109;I Am Number Four;5,9;1567
102100758;60.829621;6;86;The Shallows;6,2;1567
10772733;27.835436;6;119;The Chronicles of Riddick;6,3;1570
61175291;31.893932;5;130;Pain & Gain;6,1;1573
4441873;53.670525;6;122;Steve Jobs;6,8;1573
74712439;41.045084;5;110;Sinister;6,2;1573
115674180;37.654688;5;117;The Heat;6,5;1575
243572744;29.487784;4;82;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;6,5;1579
41134059;29.876507;5;124;Joy;6,4;1581
175813770;67.608041;6;110;Grease;6,8;1581
165676146;46.075037;6;138;Face/Off;6,8;1583
196197492;28.497242;2;92;Bad Teacher;5,4;1584
4629760;52.731379;6;109;The Thing;7,8;1588
70940411;42.881415;6;109;2 Guns;6,6;1589
346884651;57.110486;4;119;There's Something About Mary;6,5;1590
416286195;30.884535;4;125;Mrs. Doubtfire;7;1591
142083102;45.072136;5;106;Gremlins;6,9;1596
280208309;25.767395;6;129;The Blind Side;7,2;1597
336247917;28.848187;6;106;Signs;6,4;1599
303237933;68.140214;6;140;Apollo 13;7,3;1599
175159255;6.227675;4;95;Resident Evil: Retribution;5,6;1600
30565421;45.514031;4;130;The Mortal Instruments: City of Bones;6,2;1602
376170825;56.747978;7;95;Kung Fu Panda 3;6,7;1603
6836616;64.181668;6;108;From Dusk Till Dawn;6,9;1603
184989584;39.920035;4;113;American Reunion;6,1;1611
46915017;36.960953;6;110;The Illusionist;7,1;1615
145754447;61.849521;4;99;London Has Fallen;5,8;1621
7792502;39.127082;5;110;Sucker Punch;5,9;1623
174000000;32.798571;6;110;8 Mile;6,8;1626
194651413;53.978602;5;150;The Chronicles of Narnia: Prince Caspian;6,3;1630
139376254;45.220386;5;129;Inside Man;7,3;1630
109773545;45.856409;6;114;Alien3;6,2;1633
59876233;52.081131;6;122;Training Day;7,3;1634
30977967;67.417542;3;102;The Wizard of Oz;7,6;1642
138965010;34.005726;5;111;Identity Thief;5,6;1645
84578751;40.262261;4;106;Percy Jackson: Sea of Monsters;5,9;1648
92217396;41.249004;6;86;Ace Ventura: Pet Detective;6,4;1648
2547569;16.032594;5;105;Lock, Stock and Two Smoking Barrels;6,7;1648
166972543;45.318703;4;107;Central Intelligence;6,2;1650
77669379;26.60772;5;106;The Adjustment Bureau;6,5;1652
162902372;65.90161;5;125;Into the Woods;5,6;1652
20485608;35.395129;4;140;The Place Beyond the Pines;6,8;1653
-14000000;1.551497;6;119;The Internship;6,1;1658
72915111;44.478043;4;115;Escape Plan;6,7;1659
0;25.881355;5;101;The Others;7,4;1660
255883523;17.107065;5;125;Bridesmaids;6,5;1661
52263166;41.083914;4;94;Moonrise Kingdom;7,6;1662
298100420;34.576913;5;118;Hitch;6,4;1665
96072649;43.192048;7;107;Tropic Thunder;6,5;1667
214276927;49.292384;4;110;True Grit;7,2;1668
-6000000;33.296684;6;90;Don Jon;7,1;1671
200000000;59.113174;6;126;Batman Returns;6,6;1673
143400000;76.842247;4;99;Hercules;5,6;1680
146780824;43.865294;5;95;Due Date;6,2;1685
92523181;14.793177;4;102;Little Miss Sunshine;7,8;1686
22928932;34.433521;4;92;The Transporter;6,6;1692
86069509;72.641296;5;97;Sex Tape;5,3;1695
275444045;29.97224;6;108;Meet the Parents;6,6;1698
341830601;58.900647;6;110;Top Gun;6,7;1698
178731369;41.426678;4;103;The Tourist;6;1699
122407024;33.872182;6;118;Bad Boys;6,5;1699
37478166;54.550275;3;97;10 Things I Hate About You;7,3;1701
92820716;38.306954;4;157;Zero Dark Thirty;6,7;1702
73468292;8.282876;7;104;The Fast and the Furious: Tokyo Drift;6,1;1705
191430189;38.864027;5;102;Grown Ups;6;1705
4628948;64.782984;5;91;Monty Python and the Holy Grail;7,5;1708
387800000;49.510658;1;133;Rain Man;7,6;1709
196317921;43.129703;6;113;Total Recall;7,1;1710
118738393;46.834704;6;114;Ghost Rider;5,2;1712
31801389;43.217089;7;93;Hachi: A Dog's Tale;7,7;1717
80542952;33.912116;6;91;Evil Dead;6,4;1723
129370084;56.268916;4;113;Alice Through the Looking Glass;6,5;1725
156926147;51.692953;7;93;The Good Dinosaur;6,6;1736
95509150;58.594852;2;103;Insidious;6,5;1737
114379533;31.349143;3;83;The Dictator;5,9;1743
449000000;45.473484;6;119;Pretty Woman;7;1746
142988466;46.781182;5;90;Cloudy with a Chance of Meatballs;6,5;1747
159979994;41.845878;6;98;Bolt;6,3;1750
36949164;37.68056;4;136;The Island;6,5;1770
148427584;60.246978;5;121;Everest;6,7;1772
77719885;45.490374;5;113;28 Days Later;4,8;1777
45200903;29.041198;5;113;Gangster Squad;6,2;1778
26089287;55.964605;5;109;The World's End;6,7;1778
320448145;49.526736;5;116;Speed;6,8;1783
57552050;43.151268;2;104;Paul;6,5;1789
30187659;18.493202;6;108;Pitch Black;6,7;1789
309220945;34.20669;2;183;Pearl Harbor;6,6;1791
116235147;72.19808;1;119;Rocky;5,5;1791
4760104;46.114184;6;97;Moon;6,8;1794
116172544;61.025639;2;127;The Expendables 3;6,1;1795
41980456;53.811461;2;94;The Giver;6,4;1798
137231186;21.218;1;88;Jumper;5,9;1799
277375031;36.238968;2;108;The Proposal;6,7;1804
601921274;44.989192;4;93;Madagascar 3: Europe's Most Wanted;6,4;1808
-23467223;70.398356;1;106;Gattaca;7,5;1808
453900354;44.141021;5;89;Madagascar: Escape 2 Africa;6,2;1810
80989651;44.455166;6;144;Black Hawk Down;7,2;1811
155990978;43.849351;3;104;Yes Man;6,4;1813
27341770;44.356711;3;130;City of God;6,4;1814
19327201;42.933027;6;125;The Host;6;1817
12674076;100.876794;4;100;It Follows;7,3;1832
27000000;47.006162;6;131;The Hurt Locker;7,2;1840
222424282;115.597753;4;97;Night at the Museum: Secret of the Tomb;6,1;1851
231275374;35.777067;6;107;Dumb and Dumber;6,5;1859
90112671;58.401204;5;88;Underworld: Awakening;6,1;1862
85072577;50.587541;3;150;The Pianist;8;1864
204931766;37.073127;1;135;Love Actually;7;1869
515692281;51.247321;4;91;Kung Fu Panda 2;6,7;1880
159564672;53.114573;5;121;The Intern;7,1;1881
380809770;48.356214;3;157;Les Misérables;7,1;1884
55366737;39.004588;5;131;White House Down;6,4;1891
77195061;43.571612;6;77;Corpse Bride;7,2;1894
316758981;52.341226;6;154;The Last Samurai;7,3;1895
115723856;45.66662;1;102;Lost in Translation;6,5;1895
170031094;57.69847;2;124;Die Hard 2;6,6;1896
86183530;43.815492;6;120;Blade;6,5;1905
93772504;46.160048;7;167;Gangs of New York;7,1;1910
159417255;57.753914;5;128;The Terminal;7;1910
99272124;42.191509;3;146;The Help;7,8;1910
183437063;80.171283;2;83;Snow White and the Seven Dwarfs;5,9;1914
136567581;57.773583;4;133;Creed;7,3;1915
191887208;68.757242;5;95;Megamind;6,7;1918
116070171;62.766854;6;110;The Italian Job;6,6;1919
128031828;101.599427;4;150;Exodus: Gods and Kings;5,6;1921
161941670;61.788035;4;97;Rise of the Guardians;7,1;1922
247451894;58.849256;6;131;National Treasure;6,4;1926
421388105;54.931334;4;123;Mission: Impossible II;5,9;1928
130000000;64.504747;4;84;Chronicle;6,6;1935
73512300;64.610671;5;109;Paper Towns;6,1;1937
-8962258;57.673932;6;95;Dredd;6,6;1940
258506194;71.496894;5;115;Pitch Perfect 2;6,8;1940
71906372;57.889964;5;112;The 5th Wave;5,6;1945
11980005;56.76349;4;120;Oldboy;5,2;1945
173118121;42.006908;2;106;Unbreakable;6,9;1946
280170008;68.794673;6;134;The Conjuring 2;7;1949
99782847;82.975841;5;104;The Purge: Anarchy;4,9;1954
587600867;44.041186;1;93;Shrek Forever After;6;1959
127469017;32.852443;3;118;G.I. Joe: The Rise of Cobra;5,6;1962
263106170;81.781591;4;105;Night at the Museum: Battle of the Smithsonian;5,9;1971
40349000;43.40352;5;164;Boyhood;5,9;1971
135926552;34.035114;6;146;A.I. Artificial Intelligence;6,8;1974
83449237;38.473732;5;116;The 40 Year Old Virgin;6,2;1983
132875308;60.732738;7;134;Princess Mononoke;8,2;1983
121119219;43.753585;4;94;Midnight in Paris;7,4;1990
40663276;82.052056;5;112;The Age of Adaline;7,4;1990
210710455;49.549984;6;119;Howl's Moving Castle;8,2;1991
52919055;46.199482;5;125;Big Fish;7,6;1994
69246868;86.105615;4;121;Allegiant;5,9;1998
226312624;42.069993;5;122;Ocean's Thirteen;6,5;1999
433306145;47.584643;4;122;The Exorcist;7,5;2005
214320254;67.427755;5;88;Mulan;7,6;2008
131497209;61.121717;2;118;Percy Jackson & the Olympians: The Lightning Thief;6;2010
19785914;51.970905;6;157;Zodiac;7,3;2023
138274123;47.559928;1;113;The Impossible;7;2025
247850012;63.079003;4;126;Mission: Impossible III;6,5;2028
160350661;10.520961;5;107;2 Fast 2 Furious;6,2;2028
359852396;49.98659;7;106;Cars 2;5,8;2033
60337295;46.630062;2;119;Riddick;6,2;2035
113167691;41.472404;5;123;Seven Pounds;7,5;2039
110724603;29.91353;4;107;Rango;6,6;2051
57960381;49.973462;4;153;Apocalypse Now;8;2055
83060858;73.307513;5;113;The Butterfly Effect;7,3;2060
241940071;89.938296;3;107;The Adventures of Tintin;6,7;2061
69984862;40.715623;6;100;Resident Evil;6,4;2065
276101666;51.881077;6;128;Die Hard: With a Vengeance;6,9;2066
27266564;45.310443;5;102;American Psycho;6,1;2066
61709827;65.364452;2;123;Southpaw;7,3;2067
87100449;74.817641;6;123;About Time;7,8;2067
-6040249;35.387874;6;109;Children of Men;7,4;2071
275780809;1.859364;4;92;Jurassic Park III;5,7;2077
650000;59.259204;2;96;12 Angry Men;6,9;2078
273531464;48.93337;4;128;Live Free or Die Hard;6,4;2089
183329073;48.829437;4;100;Salt;6,2;2093
80235548;50.009408;5;107;Predator;7,3;2093
376348924;44.104469;6;126;Batman;7;2096
101463226;33.436092;6;113;Superbad;7;2100
155181299;41.176631;5;107;Click;6;2104
121482882;61.437586;6;99;50 First Dates;6,6;2105
94025485;64.928382;4;131;Battleship;5,5;2114
24139100;43.926995;4;132;John Carter;6,1;2124
252744280;76.840712;5;125;Ocean's Twelve;6,4;2124
-12335441;38.885195;3;112;Scott Pilgrim vs. the World;7,2;2126
206613439;67.447636;4;138;Angels & Demons;6,5;2129
15770160;32.319043;3;126;Hugo;7;2141
85147509;66.21806;5;116;Ghostbusters;5,3;2142
235000000;69.405188;4;109;Terminator 3: Rise of the Machines;5,9;2143
77107755;32.363538;5;118;The Book of Eli;6,6;2164
394635760;46.200042;1;96;Rio;6,5;2166
63707310;62.933899;4;96;Nerve;7,1;2181
102711669;63.655973;6;103;Saw;5,7;2184
159703340;41.498631;2;100;Lara Croft: Tomb Raider;5,7;2192
68573774;38.623178;4;121;Hot Fuzz;7,4;2199
277771424;88.844777;3;109;Taken 3;6,1;2200
335013274;41.862983;7;130;The Mummy Returns;6;2206
