Profit;popularity;Day_of_week;runtime;title;vote_average;vote_count
18105095;4.34503;6;100;Stay Alive;5,3;155
0;11.423533;6;94;Small Time Crooks;6,4;155
18771174;6.857923;5;120;Where the Heart Is;6,9;155
7000000;13.338539;6;186;Judgment at Nuremberg;3,7;155
-950000;8.976128;7;100;Ask Me Anything;8;155
0;10.826253;6;85;Cheap Thrills;7;155
-6272254;11.267676;5;122;By the Sea;5,4;156
20007180;11.375032;6;106;The Skulls;5,8;156
-6237110;13.832376;4;102;The Rocker;5,6;156
17966644;7.961559;6;117;A Room with a View;5;156
333273;9.270133;6;113;4 Months, 3 Weeks and 2 Days;6,1;156
-9894745;5.525544;6;155;Midnight in the Garden of Good and Evil;6,3;157
-16998743;9.301562;6;114;Wicker Park;6,7;157
-27000000;7.727035;4;150;The Baader Meinhof Complex;7,1;157
-14367458;8.142166;5;105;The Assassin;6,6;157
0;12.963328;5;84;National Lampoon's Loaded Weapon 1;5,7;157
25399000;11.208769;4;105;Dressed to Kill;7;157
23200000;9.358197;5;127;20,000 Leagues Under the Sea;7,9;157
0;8.816995;4;99;Mean Machine;7,7;157
21345000;8.30723;7;99;A Lonely Place to Die;7,1;157
31911598;13.064264;6;139;Get on Up;6,4;158
8527510;10.1449;5;120;Mongol: The Rise of Genghis Khan;6,5;158
49141030;6.703319;6;93;Crossroads;4,7;158
27105395;7.645979;4;114;The Secret Life of Bees;7,4;158
-10000000;11.431434;5;94;American Heist;6,5;158
9100000;10.219942;5;116;Frenzy;5,7;158
-5117355;10.10364;1;132;The Four Feathers;6,5;159
26842679;11.42943;5;104;Blue Crush;5,6;159
7036004;8.085872;6;127;Keeping the Faith;5,9;159
36445708;7.534003;6;135;Miracle;7;159
0;12.677016;5;83;Hatchet;5,9;159
-19902;7.701041;6;95;Win a Date with Tad Hamilton!;5,5;160
9930095;10.547959;5;108;Our Kind of Traitor;6;160
7500000;12.792446;2;97;In the Land of Women;5,8;160
658573;8.825113;6;95;Feast;5,7;160
5500000;11.145915;6;111;Spellbound;6,8;160
0;8.542921;3;88;Wristcutters: A Love Story;7,5;160
0;10.639774;7;100;The Brass Teapot;6,7;160
-35000000;9.011729;3;111;Wonder Boys;6,9;161
-11381716;6.353971;6;108;An Unfinished Life;6,7;161
19450919;12.902975;6;101;Twilight Zone: The Movie;6,2;161
0;11.199544;6;86;Darkness Falls;6,4;161
16985893;6.532855;6;91;The Howling;6,9;161
4742066;8.999675;6;108;Take the Lead;6,6;162
58404397;6.63839;6;113;Dolphin Tale;6,7;163
-5952000;5.301589;6;106;Virtuosity;5,4;163
2165608;7.679336;6;92;The Marine;5;163
0;10.131123;6;84;Bubble Boy;5,1;163
0;14.345428;6;113;Rachel Getting Married;6,1;163
3094813;9.436431;6;91;Celeste & Jesse Forever;5;163
461947;1.041254;5;96;Weekend;7,5;163
7312387;9.633711;1;94;And So It Goes;5,7;164
76657000;10.639916;5;97;The Muppet Movie;7,6;164
-6426665;8.184588;6;103;Freeheld;6,7;164
-26174485;9.357734;5;112;Nine;5,1;165
0;9.317265;1;103;The Curse of the Jade Scorpion;6,5;165
129058;10.095184;5;91;Rabbit Hole;5,8;165
14570324;16.553594;2;108;Cat on a Hot Tin Roof;5,9;165
9833696;5.941852;4;82;Bananas;7,2;165
0;9.683622;1;110;The Second Mother;6,8;165
-23857341;10.605084;2;116;Hollywood Homicide;5;166
-80000000;14.298297;6;122;Edtv;5,7;166
90400000;10.704596;6;102;The First Wives Club;6,5;166
-25000000;8.450513;4;127;The World's Fastest Indian;7,3;166
0;10.982255;3;90;Best in Show;6,2;166
875097;10.009994;3;110;Buffalo '66;7,4;166
-15705099;11.195593;6;97;Cursed;5,1;167
0;7.924428;6;101;The Stepfather;5,4;167
-2563491;10.50098;1;120;Capitalism: A Love Story;7;167
14796236;9.642041;5;88;Prom Night;4,8;167
-18000000;8.321586;4;109;Young Sherlock Holmes;6,7;167
7000000;9.191187;5;107;Love the Coopers;5,4;167
21165581;11.81832;5;108;The Protector;6,2;167
-4000000;12.781973;6;102;Samsara;5,5;167
-12000000;12.60629;1;81;Beavis and Butt-Head Do America;6,5;168
-1260859;8.708229;4;95;Fortress;5,7;168
0;6.948401;6;98;Spider;5,4;168
-4000000;11.387335;6;110;The Rules of Attraction;6,5;168
11739668;10.730056;2;88;A Hard Day's Night;6;168
-1744560;9.133747;6;139;The Age of Innocence;7;169
0;12.898984;6;96;Severance;6;169
10116634;9.483717;6;88;Halloween: The Curse of Michael Myers;4,3;170
0;10.844882;6;88;Just Visiting;4,8;171
-23084528;12.756344;5;128;Blood Ties;6;171
-20000000;12.458131;6;87;One Missed Call;4,7;171
0;12.036888;6;84;They Came Together;7,1;171
0;12.309718;4;113;Under the Tuscan Sun;6,4;172
1679969;14.304444;6;110;Beerfest;5,8;172
-16000000;14.529496;4;110;Zulu;6,7;172
-9831030;11.470135;6;124;Reindeer Games;5,4;173
-14;9.670031;6;93;The 51st State;5,9;173
-9557192;9.292987;6;96;Alone in the Dark;3,1;173
2080167;11.379652;6;114;Firestarter;5,9;173
-13000000;11.892615;6;109;The Killer Inside Me;6;173
24400000;3.418871;4;97;Menace II Society;7,4;173
-25000000;8.618208;6;97;Nothing to Lose;6,3;174
28814580;13.437038;4;128;The Class;6,9;174
1284514;12.309715;7;106;To Die For;6,7;175
0;11.708343;6;101;The Haunting in Connecticut 2: Ghosts of Georgia;6,6;175
11070433;8.99269;6;95;Kicking & Screaming;5,6;176
-9961939;14.916264;7;112;The Ice Storm;6,9;176
58843409;8.839651;4;112;The Crying Game;7,5;176
-35000000;11.897925;4;90;In & Out;6,3;177
-10264078;12.313143;6;117;Nine 1/2 Weeks;5,8;177
-2963851;12.163832;5;121;The Three Burials of Melquiades Estrada;7;177
14706120;8.780512;4;101;Sorority Row;5,4;177
-9704250;9.805551;5;99;World's Greatest Dad;6,4;177
9460020;7.894489;6;82;Half Baked;5,2;177
2455831;9.100352;3;93;Imagine Me & You;7;177
-1000000;11.095414;5;89;Silent Running;6,1;177
-43279825;11.262655;6;125;3000 Miles to Graceland;5,8;178
-7634623;12.29603;5;125;Red Tails;5,9;178
126247;11.946898;5;83;Police Academy: Mission to Moscow;6;178
7361566;9.452808;6;120;The Birth of a Nation;4,9;178
-39255262;8.468586;6;116;Driven;4,5;179
-50129433;10.930537;6;97;Hard Rain;5,5;179
-20000000;7.698075;4;100;Birth;5,9;179
-18000000;10.144222;5;92;I Am Wrath;4,5;179
-20101588;5.671691;6;100;Very Bad Things;5,3;179
-3890000;14.038512;6;90;MacGruber;6,8;179
8138338;9.115486;4;98;The Sessions;6;179
-12327950;8.884318;4;109;Two Brothers;6,9;180
-31370522;13.483387;4;114;Basic Instinct 2;4,6;180
18133014;13.472365;6;109;Love Happens;5,6;180
-14000000;14.813614;5;83;My Boss's Daughter;4,4;180
0;8.864368;6;85;Shutter;6,1;180
40630415;24.656068;4;83;No Good Deed;5,6;181
8856124;9.799177;7;93;The Good Girl;6,5;181
0;10.621353;2;75;The Secret of Kells;7,3;181
20451307;9.965073;4;103;Fever Pitch;5,9;182
-20847770;8.583217;6;92;Idle Hands;6,1;182
-1999414;15.761384;6;114;Exorcist: The Beginning;4,7;183
-2800000;8.870614;7;97;Don Juan DeMarco;6,2;183
112675402;8.351385;6;105;Bringing Down the House;5,4;183
835752;16.318608;5;107;Danny Collins;6,1;183
6642254;8.008844;5;96;Halloween 5: The Revenge of Michael Myers;8;183
121728258;12.891276;6;94;Porky's;7,3;183
-1468000;4.680206;6;93;Pontypool;5,1;183
21781810;14.046705;4;115;High Crimes;6,1;184
21000000;10.207065;4;96;Teenage Mutant Ninja Turtles III;5,1;184
0;10.0403;7;91;New York Minute;5,5;185
-33000000;13.655735;6;99;Snow Dogs;5,3;185
2645491;13.288177;5;98;Ice Princess;5,9;185
-13579681;12.232048;5;106;Little Boy;7;185
-1200000;10.869492;6;100;Sex, Lies, and Videotape;6,9;185
-21454636;8.629665;3;124;We Are Marshall;6,7;186
6442528;12.885985;4;117;Get Rich or Die Tryin';6,3;186
61000000;10.248439;5;117;Miracles from Heaven;6,7;186
1311434;12.516546;5;145;The Flowers of War;7,1;187
-9313159;11.352693;3;96;Deconstructing Harry;7,3;187
0;10.178917;6;121;A Simple Plan;6,9;187
3123963;10.12895;6;83;Obvious Child;5,4;187
-34682442;11.215702;6;152;The Majestic;6,6;188
-21171682;8.802525;4;118;Stuck on You;5,1;188
-14100000;9.318033;6;107;The Oxford Murders;5,4;188
-45433254;18.26121;1;145;Thirteen Days;6,9;189
-20765992;8.634954;3;94;The Hunted;6;189
-281389;13.298205;5;119;Raising Helen;5,9;189
-2100583;10.13559;6;98;Away We Go;6,7;189
-8000000;10.19377;6;111;Much Ado About Nothing;6,5;189
-1827500;16.059443;6;86;Quest for Camelot;6,9;190
-40008098;11.60815;3;105;Rock Star;6;190
11786738;10.733761;4;111;My Blueberry Nights;6,3;190
5876563;12.524953;6;131;The Andromeda Strain;7;190
3364858;15.351412;7;95;Diary of the Dead;7;190
-3640020;15.205371;5;120;15 Minutes;5,7;191
69485490;18.678415;6;102;Because I Said So;5,8;191
-30000000;9.780588;4;93;Bait;5,3;191
47192859;11.62423;6;89;Boogeyman;4,6;191
9000000;12.904615;6;100;Friday the 13th Part VIII: Jason Takes Manhattan;5;191
-1000000;9.954848;1;92;Bubba Ho-tep;6,1;191
-12520282;12.445176;5;105;Stone;5,2;192
-7500000;11.636883;3;95;Cypher;6,7;192
2848783;14.652342;5;92;Extract;5,2;192
16370001;9.070842;6;88;Friday the 13th Part VII: The New Blood;5,4;192
5000000;11.756943;4;114;Hang 'em High;6,8;192
-60000000;9.225166;4;99;Christmas with the Kranks;5,2;193
-10000000;11.847324;4;130;The Good, The Bad, The Weird;4,9;193
12938065;10.341982;6;87;Jason Goes to Hell: The Final Friday;6,6;193
-36373581;4.366488;5;116;The Fan;5,7;194
0;15.376391;4;109;In Good Company;5,9;194
0;11.60921;2;104;Fly Me to the Moon;5,6;194
0;14.211699;6;124;Copycat;6,4;194
-192610;10.757539;6;139;Happiness;8;194
45879496;11.056763;6;106;The American President;6,5;195
-30000000;10.958697;4;103;Grace of Monaco;5,8;195
-20997739;12.921594;6;108;Our Brand Is Crisis;5,8;195
-15998879;13.032308;2;135;I'm Not There.;6,6;195
-9073590;11.428903;6;111;Transsiberian;6,5;195
-3455538;8.45342;7;101;Defendor;6,6;195
38880016;10.81051;2;131;Message in a Bottle;5,8;196
7511906;10.072199;5;111;Sarah's Key;7,2;196
-8000000;8.204829;3;111;8 Women;5,7;196
21951622;11.142389;6;98;Go;7;196
19730418;12.639469;6;92;Friday the 13th: A New Beginning;5,7;196
-75000000;13.327372;5;148;Anna and the King;6,4;197
-18000000;14.15192;6;102;I Love You, Beth Cooper;5,1;197
37970014;9.125594;6;88;Big Fat Liar;5,6;197
22101000;10.125029;5;108;The Lawnmower Man;5,4;197
-2978000;11.882563;1;112;The Divide;3;197
0;9.774126;4;101;Religulous;7,1;197
3967038;12.999023;1;120;Harsh Times;5,9;197
0;8.628485;7;95;The House of the Devil;5,2;197
14159144;9.176339;6;95;Breakdown;6,6;198
-6597680;14.831402;6;118;Original Sin;5,8;198
13331165;12.709227;5;81;A Night at the Roxbury;5,9;198
40752337;8.932837;5;101;The Mighty Ducks;6,4;198
2511317;15.359952;6;108;Bound;6,8;198
-111007242;12.362599;4;88;Mars Needs Moms;5,5;199
50992898;9.855474;5;97;Anacondas: The Hunt for the Blood Orchid;4,9;199
442795;12.102725;6;126;House of Sand and Fog;7;199
8159508;11.357474;4;121;Control;7,4;200
16344729;10.664202;2;89;Sleeper;8;200
-18146652;13.630049;5;125;Duplicity;5,7;201
-6380391;9.448517;6;106;The Glass House;5,4;201
-10000000;7.944457;4;92;One Direction: This Is Us;5,4;201
2780255;11.233081;6;118;Boiler Room;7,1;201
1373585;14.672151;6;164;The Last Temptation of Christ;6,5;201
38034460;13.25753;6;100;Hotel for Dogs;5,7;202
-37948000;13.859307;6;191;Wyatt Earp;6,5;202
-14992009;10.756266;5;97;The Cave;5,1;202
11737911;15.355589;6;134;The Remains of the Day;7,5;202
-5000000;9.136965;6;107;Sleep Tight;3,2;202
0;10.292864;6;89;Kangaroo Jack;4,3;203
0;14.837288;2;118;The Replacements;6,1;203
-110;9.950505;5;114;Curse of the Golden Flower;6,6;203
-14469236;10.218307;3;114;The Brothers Bloom;6,8;203
0;11.158906;6;100;The Perfect Man;5,5;203
10179302;10.605752;5;88;The Last Exorcism Part II;5,3;203
-1377800;9.815394;7;105;Batman;7,7;203
0;7.676677;6;96;Indie Game: The Movie;5;203
-7677600;8.927137;6;104;Dragonfly;6,1;204
5405500;9.242554;6;150;Mr. Turner;6,3;204
20672907;14.282314;6;92;History of the World: Part I;6,5;204
89705852;18.345613;6;116;The General's Daughter;6,1;205
63309743;11.106006;6;115;Striptease;4,4;205
22771059;13.445697;5;99;The Reaping;5,4;205
47473609;14.8375;5;150;Red Cliff;7,1;205
33833449;11.409124;4;99;Baby Mama;5,8;205
-20519686;12.790408;5;87;DOA: Dead or Alive;5;205
-2751330;12.741073;6;120;Rendition;6,2;205
93567206;9.59729;7;115;Instructions Not Included;6,7;205
-23800483;10.089065;1;110;Blood Work;6,1;206
11480851;9.278361;6;125;Gridiron Gang;6,5;206
-10951367;12.752463;3;89;Red Sonja;5;206
7271312;12.664787;5;129;2046;6,9;206
-6000000;15.048067;6;86;11:14;5,4;206
-41696962;12.282911;5;102;The Last Legion;5;207
14541707;10.99991;6;115;Ladder 49;6,2;207
28750000;20.256571;4;175;A Bridge Too Far;6,9;207
-8142633;10.573191;3;120;Paris, je t'aime;6,8;207
53472904;10.439971;6;123;Chariots of Fire;7,3;207
0;4.989985;1;84;The Loved Ones;4,4;207
-1300000;10.240917;4;105;The Celebration;6,5;207
-90000000;6.643778;6;114;Mighty Joe Young;5,9;208
-65000000;14.866901;6;135;Proof of Life;6;208
-43000000;5.418921;5;103;28 Days;6;208
2942221;15.21229;6;88;Armored;5,5;208
-13371787;10.559414;6;109;The Devil's Double;6,5;208
-12071932;11.766564;6;97;Take Me Home Tonight;6,2;208
-8000000;9.590373;6;98;Somewhere;2,7;208
-2385227;9.169411;6;97;Everything Must Go;5,7;208
316472;10.924273;5;104;Good Kill;3,5;208
129281606;12.25264;6;91;Beverly Hills Chihuahua;4,9;209
21846082;13.664614;6;93;House on Haunted Hill;5,5;209
12768757;9.302349;6;88;Halloween 4: The Return of Michael Myers;5,5;209
-750000;12.284939;6;90;All the Boys Love Mandy Lane;7,7;209
44324083;13.080725;5;100;Under Siege 2: Dark Territory;5,6;210
159015089;15.064058;6;123;Disclosure;5,9;210
-45000000;12.362876;6;111;The River Wild;6,1;210
57219310;13.707843;3;88;Old Dogs;5,2;210
20267515;15.67747;6;85;Dumb and Dumberer: When Harry Met Lloyd;4,1;210
94772232;14.604911;3;104;Parental Guidance;5,7;210
-11588043;8.127728;6;107;Lords of Dogtown;7;210
36502684;11.828068;6;100;About Last Night;6;210
25434291;15.896312;6;102;Top Five;6,3;210
-2977272;14.979375;1;96;The Joneses;6,8;210
27800000;12.540624;1;114;Night Watch;4,6;210
0;7.359286;6;94;Teeth;7,1;210
-555425;8.887411;6;115;The Act of Killing;2,8;210
-328240;12.203041;6;95;Kill List;5,6;210
8179814;11.578545;1;88;The Station Agent;7,8;210
-132486;paŸ.71;3;103;Raise Your Voice;6;211
-2251547;16.900433;6;86;Hobo with a Shotgun;5,8;211
-16682849;10.73522;6;96;Walk Hard: The Dewey Cox Story;6,6;212
-4290845;13.960945;4;116;Joyeux Noël;7,2;212
0;3.890223;6;90;Book of Shadows: Blair Witch 2;4,3;212
27281507;15.085981;5;85;The Muppet Christmas Carol;7,2;212
-6617054;13.635828;6;106;Hesher;6,2;212
523511;10.416332;6;93;Dom Hemingway;7,7;212
-2500000;10.363642;5;104;My Own Private Idaho;6,9;212
102022101;10.755847;6;109;Congo;5;213
-16062130;16.282962;6;93;Stormbreaker;5,1;213
45710059;14.023082;6;128;McFarland, USA;7,4;213
50631118;8.584398;6;95;Without a Paddle;5,3;214
8348529;5.119593;4;98;Barbecue;7;214
34176497;11.743085;6;114;Red Dawn;6,4;215
-5600000;12.495436;3;123;The Pledge;6,5;215
15102717;10.484642;7;110;Double Impact;5,3;215
-18000000;16.418639;4;115;Little Women;7;215
-4546957;10.791954;5;98;Wild Target;5,6;215
16016290;13.223111;1;88;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;7,2;215
7144595;13.315383;6;93;Battle for the Planet of the Apes;6,7;215
61336445;14.824166;3;141;Seabiscuit;6,7;216
0;13.758526;6;125;Wolf;6;216
28215872;9.789027;2;92;Lions for Lambs;6;216
0;13.621201;5;117;Chasing Mavericks;7;216
29433975;14.741589;4;89;Devil's Due;6,3;216
16472057;11.158167;6;86;Friday the 13th Part VI: Jason Lives;6,7;216
38797148;7.559192;5;107;Major League;6,6;217
-5582420;10.409155;3;83;Jeff, Who Lives at Home;6,9;217
-5000000;11.21273;4;89;Sexy Beast;6,6;217
0;15.017162;1;94;Food, Inc.;6,7;217
3048693;14.617944;5;104;The Proposition;7,1;218
248586800;21.638673;6;93;The Prince;4,6;218
19155435;11.510281;6;93;How High;6,3;218
25729221;17.363739;6;125;The Sea Inside;7,2;219
-671604;14.386807;5;102;The Innkeepers;4,5;219
121584141;11.187696;7;80;Yogi Bear;5,2;220
50020092;11.596207;6;113;Don't Say a Word;6;220
-27793972;14.818718;4;101;Whiteout;5,3;220
16620508;17.145287;6;101;My Best Friend's Girl;5,4;220
-2719674;15.66135;5;108;12 Rounds;5,7;220
6538177;9.974681;6;94;Grandma's Boy;6,3;220
-60432117;11.873856;6;99;Soldier;6,1;221
21376861;11.916389;6;95;Mortal Kombat: Annihilation;3,8;221
962774;11.374306;6;110;Howard the Duck;5,1;221
65918663;13.590677;5;95;Are We There Yet?;5,2;221
0;12.283025;4;118;The Visitors II: The Corridors of Time;5,8;221
14331068;7.424798;3;89;Confessions of a Teenage Drama Queen;5,1;221
3235151;14.017809;5;104;The Lunchbox;7,2;221
319285;8.942203;5;90;Compliance;6,4;221
-24568887;10.004564;3;103;Money Train;5,4;222
58564310;14.788073;5;89;Spy Kids: All the Time in the World;4,4;222
28548426;10.098722;6;83;Date Movie;3,6;222
-71331093;11.137655;6;121;How Do You Know;4,9;223
68310;13.576765;6;121;Absolute Power;6,4;223
55112176;13.410919;5;94;Diary of a Wimpy Kid: Dog Days;6;223
-60000000;15.406173;5;127;In the Name of the King: A Dungeon Siege Tale;4,1;224
-7670000;15.50957;6;141;Mandela: Long Walk to Freedom;6,5;224
28881013;12.777008;6;89;Jaws: The Revenge;3,5;224
12400000;16.668854;4;100;Hit & Run;5,5;224
24492759;11.807269;6;91;The Roommate;5,3;224
-11933649;10.19041;5;95;Deadfall;5,2;224
17920346;15.352807;4;108;The Sentinel;5,8;225
21779000;10.430832;6;90;Barnyard;5,3;225
33915888;3.74263;6;105;Guess Who;5,5;225
-32000000;15.560918;6;121;Bringing Out the Dead;6,6;225
46181428;15.237142;6;105;Think Like a Man Too;6,4;225
400154;10.259461;7;83;Deuce Bigalow: European Gigolo;4,7;225
24007324;10.529143;6;86;Observe and Report;5,6;225
-12000000;9.779444;6;97;Charlie Bartlett;6,5;225
34585416;14.885388;6;108;That Thing You Do!;7,5;225
13028755;13.661289;6;120;Creepshow;6,7;226
1347797;14.113066;6;97;After the Sunset;6;226
9598131;13.788054;4;81;The Squid and the Whale;7,3;226
-25000000;12.31708;5;121;Ironclad;6,2;227
-4022705;14.086292;6;116;Bad Company;5,4;228
-61403089;10.54544;3;95;Osmosis Jones;5,9;228
24664855;11.045593;2;94;Halloween: Resurrection;4,5;228
641100;9.140936;2;115;Holy Motors;6,7;228
89332962;11.150261;4;99;Heaven is for Real;6;229
11900000;12.030456;6;98;Halloween III: Season of the Witch;7,1;229
32175038;10.194097;6;88;The Wedding Date;6,2;230
55936232;12.739721;6;83;Jimmy Neutron: Boy Genius;5,6;231
23475416;14.805264;6;135;Sling Blade;6,2;231
-6522324;13.944645;4;80;The Triplets of Belleville;7,6;231
54860818;12.971122;5;117;Courage Under Fire;6,2;232
-27084535;14.587367;6;104;Super Mario Bros.;4;232
-23505211;10.651202;4;105;The Young and Prodigious T.S. Spivet;6,7;232
30345360;14.719886;6;145;My Name Is Khan;6,6;232
-7892040;12.343507;2;111;Flash Gordon;6,1;233
-28279842;17.299333;6;109;The Soloist;6,6;234
40100000;19.524972;3;178;The Longest Day;7,2;234
0;13.857194;4;94;Days of Heaven;6,6;234
2188922;12.54949;5;108;Fair Game;6,5;235
5916769;12.229516;3;135;The Rainmaker;6,7;235
-15521894;14.051852;6;76;Valiant;5,2;235
34469904;12.576381;2;92;Notes on a Scandal;6,9;235
-5500000;17.567332;5;193;The Right Stuff;7,3;235
15538513;14.098952;6;123;Sicko;6,6;235
25000000;12.46525;6;109;The Ghost and the Darkness;6,4;236
31489558;12.837116;6;101;Cradle 2 the Grave;5,8;236
-6000000;13.628601;6;108;Blow Out;7,3;236
-2879925;10.74648;6;108;Sydney White;6;236
8000000;18.828683;5;88;Conquest of the Planet of the Apes;5,5;236
30380880;14.013414;6;91;Friday the 13th: The Final Chapter;5,3;237
15637690;10.230583;6;94;Waiting...;5;237
4700000;18.281798;6;104;The Kid;6;238
-2516590;12.677505;3;101;Untraceable;5,9;238
-2389127;16.541791;2;118;Goal!: The Dream Begins;6,6;238
8413606;12.821329;4;126;Midnight Run;7,2;238
17352417;11.870301;4;117;The Sisterhood of the Traveling Pants 2;6;238
51417394;14.329891;6;99;Diary of a Wimpy Kid: Rodrick Rules;6,3;238
23000000;14.905357;5;100;Run, Fatboy, Run;3,8;238
1820920;14.269792;6;81;El Mariachi;5,7;238
10479110;11.644243;1;101;Queen of the Damned;5,4;239
-22000000;14.925633;6;106;I Heart Huckabees;6,2;239
-21500000;12.819447;6;117;Arlington Road;7;239
-35000000;17.932561;5;106;Playing for Keeps;5,4;240
1148328;10.703602;3;130;Pride and Glory;6,3;240
-10890716;16.238961;6;87;Disaster Movie;3;240
-11178342;11.942862;6;136;Little Children;6,9;240
24892047;17.318839;2;91;Rumble in the Bronx;6,6;240
5600000;17.639478;2;134;The Hustler;6,6;240
4211725;12.378031;6;107;Half Nelson;5,2;240
-37712956;14.244518;6;125;Hart's War;5,9;241
8100000;gru.24;5;129;Mr. Smith Goes to Washington;5,9;241
-20180936;13.218008;6;87;The Love Guru;4,3;242
0;6.74556;6;80;The Benchwarmers;5,2;242
21041732;14.993169;6;103;Stigmata;6;242
13287695;15.976335;3;91;Joe Dirt;5,5;242
0;14.637357;5;112;Trash;7,1;242
0;15.046612;5;102;The Legend of Drunken Master;7,9;242
-334118;14.504326;2;101;The Lords of Salem;6,8;242
15892212;11.19602;6;125;Black Rain;6,2;243
-4096154;11.429607;6;116;Black Snake Moan;6,6;243
-6861212;13.568302;1;106;Promised Land;6;243
-11215237;10.475368;6;91;The Vatican Tapes;4,6;243
12881056;13.707183;6;86;Aliens in the Attic;5,3;244
-9713701;16.785866;5;110;How to Lose Friends & Alienate People;6,2;244
-1976566;17.329269;5;113;Kingpin;6,7;244
0;9.983004;4;92;The Hole;7,5;244
0;1.950959;6;98;Nowhere Boy;6,2;244
5263020;8.737058;6;112;Blast from the Past;6,3;245
0;9.681147;6;103;Ramona and Beezus;6,1;245
14168359;12.654051;6;89;A Nightmare on Elm Street 5: The Dream Child;7,3;245
0;8.426589;4;110;Coco Before Chanel;6,6;246
67954044;11.693272;4;137;Gosford Park;6,8;246
-7498062;16.520516;5;90;Getaway;4,9;246
-60000000;15.798622;4;111;This Is It;6,7;247
29870414;11.678561;5;82;Lake Placid;5,5;247
100858363;12.854853;4;197;Doctor Zhivago;7,4;247
-33551615;9.419726;5;100;The Big Year;5,6;248
-46604061;15.219263;6;103;Alfie;5,6;248
0;14.190837;4;103;The Family Stone;6,2;249
37365581;14.779537;2;116;Time Bandits;6,6;249
75300000;10.892398;5;106;Stripes;6,5;249
-38237989;12.948627;6;121;Mystery Men;5,7;250
-10132314;13.832464;4;117;The Immigrant;6,2;250
0;9.05029;5;156;The Wailing;6,8;250
40909486;14.042041;1;111;Monster's Ball;4,8;250
-642148;12.68672;5;123;Fish Tank;5,3;250
-40540573;16.848899;5;126;The Legend of Bagger Vance;6,3;251
33472850;10.449975;5;91;Semi-Pro;5,4;251
56738726;7.859226;6;103;Dick Tracy;5,9;251
-22000000;gru.54;1;98;You Will Meet a Tall Dark Stranger;5,8;251
41410568;14.574995;6;115;Pale Rider;7,4;251
-893605;14.570359;6;104;After.Life;6,9;251
-1126033;11.064228;6;100;Session 9;5,7;251
45243000;14.139004;3;100;An Inconvenient Truth;5;251
-401983;9.108949;6;85;Rubber;6,2;251
0;10.698929;3;102;America's Sweethearts;5,5;252
15050028;6.216203;6;114;Road House;6,3;252
34307224;14.503568;4;91;License to Wed;5,2;253
0;12.335827;6;102;Three Men and a Baby;5,8;253
4305922;13.971674;6;94;Swingers;6,9;253
-55000000;13.191829;5;97;Bowfinger;6;254
55000000;14.414937;4;91;Free Birds;5,7;254
-35000000;13.932203;6;123;Heartbreakers;5,7;254
-55401412;20.697556;5;109;The Astronaut's Wife;5,4;254
-7004189;17.611971;6;106;The Runaways;7,4;254
32690067;14.206525;6;95;Friday the 13th Part III;6,6;254
-22600000;7.89147;4;118;Battlefield Earth;3;255
-50000000;15.931084;6;124;The Peacemaker;5,8;255
27347013;14.199933;5;134;Jersey Boys;6,8;255
-20000000;17.016284;4;108;Vampires;5,8;255
-15238800;17.94739;5;144;The White Ribbon;7,2;255
11174377;19.336367;6;102;Sunshine Cleaning;5,4;255
66969216;17.231675;6;133;Executive Decision;5,8;256
-24649246;14.513305;6;128;Showgirls;4,9;256
20670720;14.480628;6;119;Dangerous Liaisons;7;257
25636368;14.857884;1;113;The Debt;6,3;257
-9122855;16.493576;6;93;The Tale of Despereaux;5,8;258
8350926;19.854932;6;109;A Man Apart;5,8;258
-15540000;19.143721;4;63;Winnie the Pooh;6,8;258
-12557147;20.59148;1;122;The Homesman;6,4;258
31726644;9.499325;6;107;Young Guns;6,6;258
13307627;17.312433;6;124;Million Dollar Arm;6,6;259
-5605446;14.970654;3;145;The Wild Bunch;6,6;259
0;15.011624;6;111;Secondhand Lions;6,9;260
-1568000;14.370111;4;121;Ladyhawke;6,8;260
8540720;13.265432;6;80;Ida;7,6;260
37595121;12.421504;5;98;Little Man;5,3;261
6541790;15.676123;6;124;In the Valley of Elah;6,6;261
81196419;14.447723;6;101;White Noise;5,6;261
2629321;13.517017;3;118;The Boondock Saints II: All Saints Day;5,7;261
10045846;13.611544;4;102;Going the Distance;6;262
46296293;19.068175;6;139;Open Range;7;262
100758490;13.152822;6;83;The Devil Inside;6,7;262
-64831034;15.625949;6;138;K-19: The Widowmaker;6,1;264
13801187;11.500783;6;114;Enough;6,2;264
9848905;18.30961;5;98;Escape from the Planet of the Apes;7,1;264
-8000000;13.715715;4;91;The Ruins;5,6;265
4800000;11.735287;1;123;The Man Who Shot Liberty Valance;6,8;265
-1402201;13.034602;6;122;The Spanish Apartment;6,8;266
-46536031;13.800656;6;106;Red Planet;5,4;267
37800000;18.186026;6;105;Firewall;5,6;267
24421467;12.929525;6;105;Halloween II;5,1;267
10237000;14.961629;4;91;The Return of the Living Dead;7,2;267
6714147;16.167093;6;120;Murder by Numbers;6;268
51966987;4.688212;6;87;When a Stranger Calls;5,4;268
-36438863;13.267631;5;97;I Spy;5,2;269
-47781920;16.803457;5;100;Hudson Hawk;5,4;269
19425966;12.31101;6;92;The Adventures of Sharkboy and Lavagirl;4,4;269
115680000;19.819893;6;72;The Jungle Book 2;5,6;269
